pathway	individual label	individual uri	inferred_type
Synthesis_of_PC	CTL1-5	<http://model.geneontology.org/-160946600>	<http://purl.obolibrary.org/obo/GO_0110067>
Synthesis_of_PC	CHK dimer	<http://model.geneontology.org/1480615758>	<http://purl.obolibrary.org/obo/GO_0061695>
Synthesis_of_PC	Cholinesterase	<http://model.geneontology.org/2080833507>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PI	Synthesis of PI	<http://model.geneontology.org/1915829848>	<http://purl.obolibrary.org/obo/GO_0006020>
Synthesis_of_PI	Synthesis of PI	<http://model.geneontology.org/1915829848>	<http://purl.obolibrary.org/obo/GO_0046035>
Synthesis_of_PI	Synthesis of PI	<http://model.geneontology.org/1915829848>	<http://purl.obolibrary.org/obo/GO_0046341>
Synthesis_of_PI	Synthesis of PI	<http://model.geneontology.org/1915829848>	<http://purl.obolibrary.org/obo/GO_0046036>
Synthesis_of_PI	PI4KA/2B	<http://model.geneontology.org/-43853792>	<http://purl.obolibrary.org/obo/GO_0061695>
Synthesis_of_PI	PITPNM1,2,3	<http://model.geneontology.org/667508863>	<http://purl.obolibrary.org/obo/GO_1902556>
Synthesis_of_PI	PLA2(13)	<http://model.geneontology.org/1637360254>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PG	PLA2G	<http://model.geneontology.org/1981219840>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PG	PLD1-4/6	<http://model.geneontology.org/985084896>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0006072>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0046035>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0019695>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0046341>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0043436>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0006071>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0006653>
Synthesis_of_PG	Synthesis of PG	<http://model.geneontology.org/1915829850>	<http://purl.obolibrary.org/obo/GO_0046036>
Synthesis_of_PG	PLA2G	<http://model.geneontology.org/-1612682878>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PG	PLA2(14)	<http://model.geneontology.org/836543839>	<http://purl.obolibrary.org/obo/GO_1902494>
Interleukin-27_signaling	IL27:EBI3:IL27RA:p-JAK1:IL6ST:p-JAK1,p-JAK2,p-TYK2	<http://model.geneontology.org/-1002040564>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-27_signaling	IL27:EBI3:IL27RA:p-JAK1:IL6ST:p-JAK1,p-JAK2,p-TYK2	<http://model.geneontology.org/-1002040564>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-27_signaling	sIL27RA translocates from the cytoplasm to the extracellular region	<http://model.geneontology.org/-982936608>	<http://purl.obolibrary.org/obo/GO_0098772>
Interleukin-27_signaling	IL27RA and IL6ST are phosphorylated after IL27:IL27 receptor interaction and JAK's phosphorylation	<http://model.geneontology.org/-982936581>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-27_signaling	STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction	<http://model.geneontology.org/-982936579>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-27_signaling	IL27:EBI3:IL27RA:JAK1:IL6ST:JAK1,JAK2,(TYK2)	<http://model.geneontology.org/-567427753>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-27_signaling	IL27:EBI3:IL27RA:JAK1:IL6ST:JAK1,JAK2,(TYK2)	<http://model.geneontology.org/-567427753>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-27_signaling	IL27 translocates from the cytosol to the extracellular space	<http://model.geneontology.org/-982936573>	<http://purl.obolibrary.org/obo/GO_0098772>
Interleukin-27_signaling	JAK1, JAK2, TYK2 in IL27:EBI3:IL27RA:JAK1:IL6ST:(JAK1,JAK2,TYK2) are phosphorylated	<http://model.geneontology.org/-982936603>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-27_signaling	IL27:EBI3:p-Y611-IL27RA:p-JAK1:p-Y-IL6ST:p-JAK1,p-JAK2,p-Y-TYK2:STAT1:STAT3	<http://model.geneontology.org/-1934274744>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-27_signaling	IL27:EBI3:p-Y611-IL27RA:p-JAK1:p-Y-IL6ST:p-JAK1,p-JAK2,p-Y-TYK2:STAT1:STAT3	<http://model.geneontology.org/-1934274744>	<http://purl.obolibrary.org/obo/GO_0043235>
Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript	Release from the NPC and Disassembly of the mRNP	<http://model.geneontology.org/-410856407>	<http://purl.obolibrary.org/obo/GO_0098772>
Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript	3'-polyadenylated, capped mRNA complex	<http://model.geneontology.org/-1508311708>	<http://purl.obolibrary.org/obo/GO_1904949>
Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript	hPAN Complex	<http://model.geneontology.org/-69702117>	<http://purl.obolibrary.org/obo/GO_1905354>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0046443>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0046039>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0006739>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0072592>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0046710>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0042743>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0006575>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0015936>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0006746>
Lysine_catabolism	Lysine catabolism	<http://model.geneontology.org/1915830865>	<http://purl.obolibrary.org/obo/GO_0006734>
Lysine_catabolism	lipo-aKGDH	<http://model.geneontology.org/-919459032>	<http://purl.obolibrary.org/obo/GO_1902494>
Metabolism_of_folate_and_pterines	MTRR:MTR(MeCbl)	<http://model.geneontology.org/-1305207418>	<http://purl.obolibrary.org/obo/GO_0034708>
Metabolism_of_folate_and_pterines	MTHFD2, D2L	<http://model.geneontology.org/529704407>	<http://purl.obolibrary.org/obo/GO_1902494>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0009256>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0006739>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0046900>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0046031>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0016999>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0046034>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0046452>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0006520>
Metabolism_of_folate_and_pterines	Metabolism of folate and pterines	<http://model.geneontology.org/1915830807>	<http://purl.obolibrary.org/obo/GO_0006734>
Metabolism_of_folate_and_pterines	DHFR	<http://model.geneontology.org/-1216284335>	<http://purl.obolibrary.org/obo/GO_1902494>
Metabolism_of_folate_and_pterines	DHFR	<http://model.geneontology.org/580667024>	<http://purl.obolibrary.org/obo/GO_1902494>
Metabolism_of_folate_and_pterines	MTHFD2, D2L	<http://model.geneontology.org/-348519827>	<http://purl.obolibrary.org/obo/GO_1902494>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA		<http://model.geneontology.org/1558097163>	<http://purl.obolibrary.org/obo/GO_0006734>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Trifunctional Protein	<http://model.geneontology.org/-1202907353>	<http://purl.obolibrary.org/obo/GO_1990234>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Trifunctional Protein	<http://model.geneontology.org/-1202907353>	<http://purl.obolibrary.org/obo/GO_0036125>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	NADH enters the respiratory chain at Complex I	<http://model.geneontology.org/-982846240>	<http://purl.obolibrary.org/obo/GO_0009055>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	ETF:FAD	<http://model.geneontology.org/-2142145633>	<http://purl.obolibrary.org/obo/GO_1902494>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0046443>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0006084>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0035337>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0015936>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0006746>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	<http://model.geneontology.org/1915829719>	<http://purl.obolibrary.org/obo/GO_0006734>
Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA	Complex I	<http://model.geneontology.org/584704860>	<http://purl.obolibrary.org/obo/GO_0030964>
Synthesis_of_PA	PLA2(15)	<http://model.geneontology.org/742645116>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PA	AGPAT	<http://model.geneontology.org/-1311861953>	<http://purl.obolibrary.org/obo/GO_1990234>
Synthesis_of_PA	DDHD1,2	<http://model.geneontology.org/-1074476864>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PA	GPAM/GPAT2	<http://model.geneontology.org/1152476308>	<http://purl.obolibrary.org/obo/GO_1990234>
Synthesis_of_PA	LPIN	<http://model.geneontology.org/-723953712>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_PA	PLD1/2	<http://model.geneontology.org/737483484>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PA	lipins	<http://model.geneontology.org/1403493233>	<http://purl.obolibrary.org/obo/GO_1903293>
Synthesis_of_PA	GPD1/GPD1L homodimer	<http://model.geneontology.org/-954554406>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PA	TRIAP1:PRELID1, PRELID3A	<http://model.geneontology.org/-957661659>	<http://purl.obolibrary.org/obo/GO_1990351>
Synthesis_of_PA	GPAM or GPAT2	<http://model.geneontology.org/-1981745550>	<http://purl.obolibrary.org/obo/GO_1990234>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0046443>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006072>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0001676>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0019695>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0042180>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006066>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0015936>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0032048>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006653>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006637>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006746>
Synthesis_of_PA	Synthesis of PA	<http://model.geneontology.org/1915829816>	<http://purl.obolibrary.org/obo/GO_0006734>
Synthesis_of_PA		<http://model.geneontology.org/524024413>	<http://purl.obolibrary.org/obo/GO_0046443>
Synthesis_of_PA		<http://model.geneontology.org/524024413>	<http://purl.obolibrary.org/obo/GO_0006746>
Synthesis_of_PA	LIPH, I	<http://model.geneontology.org/943812373>	<http://purl.obolibrary.org/obo/GO_1902494>
Synthesis_of_PA	CHK dimer	<http://model.geneontology.org/1480615758>	<http://purl.obolibrary.org/obo/GO_0061695>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	SHPRH:monoUb:K164-PCNA:RAD18:UBE2B:Ub:UBE2N:UBE2V2	<http://model.geneontology.org/893093095>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	SHPRH:monoUb:K164-PCNA:RAD18:UBE2B:Ub:UBE2N:UBE2V2	<http://model.geneontology.org/2051989663>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF181:BCL10:Ub:E2	<http://model.geneontology.org/243043238>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	HLTF:monoUb:K164-PCNA:RAD18:UBE2B:Ub:UBE2N:UBE2V2	<http://model.geneontology.org/-1364876126>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF152:RRAGA:GDP:Ub:UBE2N	<http://model.geneontology.org/-1541461211>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	PEX2:PEX10:PEX12:PEX5S,L:Ub:UBE2D1,2,3:PEX13:PEX14	<http://model.geneontology.org/-427941401>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	HLTF:monoUb:K164-PCNA:RAD18:UBE2B:Ub:UBE2N:UBE2V2	<http://model.geneontology.org/2021285316>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	US11:HLA:TMEM129:DERL1:VIMP:VCP:Ub:UBE2J2	<http://model.geneontology.org/-1099735222>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	PAF1c:WAC:RNF20:RNF40:Ub:UBE2A,B:HIST1H2B	<http://model.geneontology.org/-956684283>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	PAF1c:WAC:RNF20:RNF40:Ub:UBE2A,B:HIST1H2B	<http://model.geneontology.org/-1469087679>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF144A:PRKDC:Ub:UBE2L3	<http://model.geneontology.org/-676446819>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF152:RRAGA:GDP:Ub:UBE2N	<http://model.geneontology.org/-1886424799>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	PEX2:PEX10:PEX12:PEX5S,L:Ub:UBE2D1,2,3:PEX13:PEX14	<http://model.geneontology.org/-1496672609>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF181:BCL10:Ub:E2	<http://model.geneontology.org/2094190976>	<http://purl.obolibrary.org/obo/GO_0000151>
E3_ubiquitin_ligases_ubiquitinate_target_proteins	RNF144A:PRKDC:Ub:UBE2L3	<http://model.geneontology.org/1742307625>	<http://purl.obolibrary.org/obo/GO_0000151>
Peptide_ligand-binding_receptors	XK:KEL:Zn2+	<http://model.geneontology.org/-1446248547>	<http://purl.obolibrary.org/obo/GO_1905369>
Phospholipase_C-mediated_cascade;_FGFR4	activated FGFR4:PLCG1	<http://model.geneontology.org/1260951705>	<http://purl.obolibrary.org/obo/GO_1902911>
Phospholipase_C-mediated_cascade;_FGFR4	activated FGFR4:PLCG1	<http://model.geneontology.org/-1403761619>	<http://purl.obolibrary.org/obo/GO_1902911>
Phospholipase_C-mediated_cascade;_FGFR3	activated FGFR3:PLCG1	<http://model.geneontology.org/-1407557493>	<http://purl.obolibrary.org/obo/GO_1902911>
Phospholipase_C-mediated_cascade;_FGFR3	activated FGFR3:PLCG1	<http://model.geneontology.org/-81608325>	<http://purl.obolibrary.org/obo/GO_1902911>
TP53_regulates_transcription_of_additional_cell_cycle_genes_whose_exact_role_in_the_p53_pathway_remain_uncertain	TP53 binds the PLK2 gene	<http://model.geneontology.org/-410882386>	<http://purl.obolibrary.org/obo/GO_0098772>
TP53_regulates_transcription_of_additional_cell_cycle_genes_whose_exact_role_in_the_p53_pathway_remain_uncertain	TP53 binds the PLAGL1 gene	<http://model.geneontology.org/-410882356>	<http://purl.obolibrary.org/obo/GO_0098772>
TP53_regulates_transcription_of_additional_cell_cycle_genes_whose_exact_role_in_the_p53_pathway_remain_uncertain	TP53 binds the RGCC gene	<http://model.geneontology.org/-410882379>	<http://purl.obolibrary.org/obo/GO_0098772>
TP53_regulates_transcription_of_additional_cell_cycle_genes_whose_exact_role_in_the_p53_pathway_remain_uncertain	TP53 binds the PLK3 gene	<http://model.geneontology.org/-410882382>	<http://purl.obolibrary.org/obo/GO_0098772>
TP53_regulates_transcription_of_additional_cell_cycle_genes_whose_exact_role_in_the_p53_pathway_remain_uncertain	TP53 binds the BTG2 gene	<http://model.geneontology.org/-410882410>	<http://purl.obolibrary.org/obo/GO_0098772>
ARMS-mediated_activation	ARMS is phosphorylated by active TrkA receptor	<http://model.geneontology.org/-983055892>	<http://purl.obolibrary.org/obo/GO_0016502>
ARMS-mediated_activation	Active TrkA receptor:ARMS:Crk complex	<http://model.geneontology.org/2143279666>	<http://purl.obolibrary.org/obo/GO_1902911>
ARMS-mediated_activation	Active TrkA receptor:ARMS:Crk complex	<http://model.geneontology.org/2143279666>	<http://purl.obolibrary.org/obo/GO_0043235>
ARMS-mediated_activation	Active TrkA receptor:Phospho-ARMS:Crk:C3G complex	<http://model.geneontology.org/-1741896122>	<http://purl.obolibrary.org/obo/GO_0032045>
ARMS-mediated_activation	C3G stimulates nucleotide exchange on Rap1	<http://model.geneontology.org/-983055869>	<http://purl.obolibrary.org/obo/GO_0005525>
ARMS-mediated_activation	Active TrkA receptor:ARMS:Crk complex	<http://model.geneontology.org/671325044>	<http://purl.obolibrary.org/obo/GO_1902911>
ARMS-mediated_activation	Active TrkA receptor:ARMS:Crk complex	<http://model.geneontology.org/671325044>	<http://purl.obolibrary.org/obo/GO_0043235>
The_fatty_acid_cycling_model	FA anion:UCP dimer "head-in" complex	<http://model.geneontology.org/-487343058>	<http://purl.obolibrary.org/obo/GO_1902495>
The_fatty_acid_cycling_model	FA anion:UCP dimer "head-in" complex	<http://model.geneontology.org/-365859848>	<http://purl.obolibrary.org/obo/GO_1902495>
TP53_Regulates_Transcription_of_Death_Receptors_and_Ligands	TP53 binds the IGFBP3 gene	<http://model.geneontology.org/-410883311>	<http://purl.obolibrary.org/obo/GO_0098772>
