pathway	new_bp	new_mf	new_cc	new_complex	new_total
CD209_(DC-SIGN)_signaling	0	1	0	15	16
Latent_infection_of_Homo_sapiens_with_Mycobacterium_tuberculosis	0	0	0	0	0
Mitochondrial_translation_initiation	0	0	0	6	6
Deletions_in_the_AMER1_gene_destabilize_the_destruction_complex	0	0	0	0	0
Costimulation_by_the_CD28_family	0	1	0	10	11
TICAM1,_RIP1-mediated_IKK_complex_recruitment	0	1	0	8	9
Assembly_of_active_LPL_and_LIPC_lipase_complexes	0	2	0	9	11
Activation_of_G_protein_gated_Potassium_channels	0	0	0	1	1
Mitochondrial_protein_import	0	1	0	26	27
pre-mRNA_splicing	0	0	0	32	32
Formation_of_editosomes_by_ADAR_proteins	0	0	0	0	0
NICD_traffics_to_nucleus	0	0	0	11	11
Release_of_Hh-Np_from_the_secreting_cell	0	0	0	6	6
Recruitment_and_ATM-mediated_phosphorylation_of_repair_and_signaling_proteins_at_DNA_double_strand_breaks	0	0	0	43	43
Cardiac_conduction	0	0	0	0	0
ATP_sensitive_Potassium_channels	0	0	0	2	2
TWIK-related_alkaline_pH_activated_K+_channel_(TALK)	0	0	0	1	1
Defective_ABCD4_causes_methylmalonic_aciduria_and_homocystinuria,_cblj_type_(MAHCJ)	0	0	0	0	0
Translesion_synthesis_by_REV1	0	0	0	9	9
Cyclin_A:Cdk2-associated_events_at_S_phase_entry	0	1	0	23	24
Activated_point_mutants_of_FGFR2	0	0	0	12	12
Axonal_growth_inhibition_(RHOA_activation)	0	0	0	6	6
Purine_ribonucleoside_monophosphate_biosynthesis	0	0	0	4	4
Sema4D_induced_cell_migration_and_growth-cone_collapse	0	0	0	15	15
Cytosolic_sulfonation_of_small_molecules	0	0	0	10	10
IKBKG_deficiency_causes_anhidrotic_ectodermal_dysplasia_with_immunodeficiency_(EDA-ID)_(via_TLR)	0	0	0	1	1
Cap-dependent_Translation_Initiation	0	0	0	0	0
Glycogen_synthesis	0	0	0	24	24
Ion_transport_by_P-type_ATPases	0	0	0	10	10
Dual_incision_in_TC-NER	0	0	0	12	12
Collagen_chain_trimerization	0	0	0	54	54
Telomere_Maintenance	0	0	0	0	0
TP53_Regulates_Transcription_of_DNA_Repair_Genes	0	6	0	13	19
mTORC1-mediated_signalling	0	0	0	6	6
Assembly_of_collagen_fibrils_and_other_multimeric_structures	0	0	0	9	9
Fatty_acids	0	0	0	4	4
Gene_Silencing_by_RNA	0	0	0	0	0
Transport_of_HA_trimer,_NA_tetramer_and_M2_tetramer_from_the_endoplasmic_reticulum_to_the_Golgi_Apparatus	0	0	0	0	0
mRNA_Editing	0	0	0	0	0
Selenocysteine_synthesis	0	0	0	3	3
Toll_Like_Receptor_5_(TLR5)_Cascade	0	0	0	3	3
Clearance_of_seratonin	0	0	0	0	0
RHO_GTPases_regulate_CFTR_trafficking	0	1	0	4	5
Synthesis_of_Prostaglandins_(PG)_and_Thromboxanes_(TX)	0	3	0	2	5
Mitotic_Prometaphase	0	0	0	5	5
Folding_of_actin_by_CCT-TriC	0	0	0	3	3
Mitotic_Metaphase_and_Anaphase	0	0	0	0	0
Leading_Strand_Synthesis	0	0	0	0	0
Scavenging_by_Class_B_Receptors	0	5	0	6	11
Defective_SFTPA2_causes_idiopathic_pulmonary_fibrosis_(IPF)	0	0	0	1	1
Triglyceride_biosynthesis	0	0	0	6	6
Formation_of_the_active_cofactor,_UDP-glucuronate	0	0	0	11	11
Amino_acid_transport_across_the_plasma_membrane	0	0	0	7	7
Establishment_of_Sister_Chromatid_Cohesion	0	0	0	11	11
tRNA_processing	0	0	0	0	0
Cohesin_Loading_onto_Chromatin	0	0	0	8	8
Regulation_of_lipid_metabolism_by_Peroxisome_proliferator-activated_receptor_alpha_(PPARalpha)	0	1	0	16	17
GRB2_events_in_EGFR_signaling	0	0	0	15	15
NTRK2_activates_RAC1	0	0	0	2	2
Activation_of_RAC1	0	0	0	7	7
Regulation_of_IFNA_signaling	0	0	0	8	8
Defective_SLC26A2_causes_chondrodysplasias	0	0	0	0	0
CLEC7A_(Dectin-1)_induces_NFAT_activation	0	1	0	26	27
GPCR_ligand_binding	0	0	0	0	0
Base_Excision_Repair	0	0	0	0	0
Mitochondrial_tRNA_aminoacylation	0	0	0	0	0
WNT_ligand_biogenesis_and_trafficking	0	2	0	32	34
Sodium-coupled_phosphate_cotransporters	0	0	0	1	1
RHO_GTPases_activate_IQGAPs	0	2	0	10	12
Defective_SLC22A12_causes_renal_hypouricemia_1_(RHUC1)	0	0	0	0	0
Defective_DHDDS_causes_retinitis_pigmentosa_59	0	0	0	0	0
Regulation_of_TP53_Activity_through_Methylation	0	0	0	8	8
HCN_channels	0	0	0	2	2
Highly_sodium_permeable_acetylcholine_nicotinic_receptors	0	1	0	2	3
Sodium-Proton_exchangers	0	0	0	3	3
Transcriptional_activation_of_p53_responsive_genes	0	0	0	0	0
Opsins	0	0	0	7	7
Apoptosis_induced_DNA_fragmentation	0	0	0	0	0
VLDL_assembly	0	0	0	4	4
Formation_of_the_cornified_envelope	0	2	0	26	28
G2-M_DNA_damage_checkpoint	0	1	0	33	34
NADE_modulates_death_signalling	0	1	0	5	6
Galactose_catabolism	0	0	0	1	1
Keratan_sulfate_biosynthesis	0	0	0	15	15
Defective_SLCO1B1_causes_hyperbilirubinemia,_Rotor_type_(HBLRR)	0	0	0	0	0
RNA_Polymerase_I_Promoter_Clearance	0	0	0	0	0
Transcription_of_the_HIV_genome	0	0	0	4	4
Defective_AMN_causes_hereditary_megaloblastic_anemia_1	0	0	0	1	1
Signaling_by_NODAL	0	1	0	35	36
Ionotropic_activity_of_kainate_receptors	0	0	0	0	0
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	0	0	0	15	15
Metabolism_of_polyamines	0	0	0	0	0
Axon_guidance	0	0	0	0	0
Insulin_receptor_signalling_cascade	0	0	0	22	22
Amine_Oxidase_reactions	0	0	0	0	0
Defective_SLC20A2_causes_idiopathic_basal_ganglia_calcification_1_(IBGC1)	0	0	0	0	0
Defective_CHST6_causes_MCDC1	0	0	0	1	1
mitochondrial_fatty_acid_beta-oxidation_of_saturated_fatty_acids	0	0	0	0	0
The_AIM2_inflammasome	0	0	0	1	1
Defective_ALG8_causes_ALG8-CDG_(CDG-1h)	0	0	0	0	0
Defective_MPI_causes_MPI-CDG_(CDG-1b)	0	0	0	0	0
Interleukin-12_signaling	0	3	0	16	19
Nucleobase_catabolism	0	0	0	0	0
Defective_MMADHC_causes_methylmalonic_aciduria_and_homocystinuria_type_cblD	0	0	0	1	1
Ribosomal_scanning_and_start_codon_recognition	0	1	0	7	8
Telomere_Extension_By_Telomerase	0	0	0	6	6
Biosynthesis_of_DPAn-6_SPMs	0	0	0	0	0
TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7-8_or_9_activation	0	0	0	6	6
CD28_dependent_Vav1_pathway	0	0	0	10	10
Regulation_of_Hypoxia-inducible_Factor_(HIF)_by_oxygen	0	0	0	0	0
Pyrimidine_biosynthesis	0	0	0	1	1
Ceramide_signalling	0	0	0	1	1
IRE1alpha_activates_chaperones	0	1	0	1	2
CS-DS_degradation	0	0	0	4	4
EPHA-mediated_growth_cone_collapse	0	0	0	9	9
HDR_through_Homologous_Recombination_(HR)_or_Single_Strand_Annealing_(SSA)	0	0	0	0	0
Activated_NTRK2_signals_through_RAS	0	0	0	8	8
VEGFA-VEGFR2_Pathway	0	1	0	68	69
Apoptosis	0	0	0	0	0
Negative_regulation_of_TCF-dependent_signaling_by_WNT_ligand_antagonists	0	0	0	9	9
Interleukin-36_pathway	0	1	0	5	6
Defective_HEXB_causes_GM2G2	0	0	0	0	0
Post-translational_modification:_synthesis_of_GPI-anchored_proteins	0	0	0	0	0
PECAM1_interactions	0	0	0	7	7
PTK6_Down-Regulation	0	0	0	1	1
Activation_of_E2F1_target_genes_at_G1-S	0	14	0	25	39
MET_activates_PTPN11	0	0	0	2	2
G-protein_activation	0	0	0	9	9
Iron_uptake_and_transport	0	0	0	13	13
Regulation_of_expression_of_SLITs_and_ROBOs	0	8	0	32	40
Regulation_of_FZD_by_ubiquitination	0	0	0	11	11
RUNX1_regulates_transcription_of_genes_involved_in_WNT_signaling	0	2	0	4	6
Diseases_associated_with_visual_transduction	0	0	0	0	0
ABC_transporter_disorders	0	0	0	0	0
Toxicity_of_tetanus_toxin_(TeNT)	0	0	0	0	0
EGFR_downregulation	0	0	0	28	28
Erythrocytes_take_up_carbon_dioxide_and_release_oxygen	0	0	0	6	6
Other_semaphorin_interactions	0	0	0	12	12
Displacement_of_DNA_glycosylase_by_APEX1	0	0	0	0	0
Defective_SLC34A2_causes_pulmonary_alveolar_microlithiasis_(PALM)	0	0	0	0	0
Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A	0	0	0	3	3
Prostanoid_ligand_receptors	0	0	0	12	12
Synthesis_of_Leukotrienes_(LT)_and_Eoxins_(EX)	0	0	0	4	4
Defective_TPMT_causes_Thiopurine_S-methyltransferase_deficiency_(TPMT_deficiency)	0	0	0	0	0
G-protein_beta:gamma_signalling	0	0	0	0	0
Synthesis_of_IPs_in_the_ER_lumen	0	0	0	0	0
Regulation_of_mRNA_stability_by_proteins_that_bind_AU-rich_elements	0	0	0	0	0
Leukotriene_receptors	0	0	0	4	4
Regulation_of_gene_expression_in_beta_cells	0	1	0	2	3
NIK-->noncanonical_NF-kB_signaling	0	0	0	13	13
XAV939_inhibits_tankyrase,_stabilizing_AXIN	0	0	0	2	2
PRPP_biosynthesis	0	0	0	1	1
Misspliced_LRP5_mutants_have_enhanced_beta-catenin-dependent_signaling	0	0	0	2	2
SHC-related_events_triggered_by_IGF1R	0	0	0	9	9
Cholesterol_biosynthesis	0	0	0	4	4
Defective_MPDU1_causes_MPDU1-CDG_(CDG-1f)	0	0	0	0	0
RHO_GTPases_activate_KTN1	0	0	0	4	4
Mitotic_Anaphase	0	0	0	0	0
Recruitment_of_mitotic_centrosome_proteins_and_complexes	0	0	0	6	6
Toxicity_of_botulinum_toxin_type_B_(BoNT-B)	0	0	0	3	3
Defective_SLC3A1_causes_cystinuria_(CSNU)	0	0	0	0	0
Signaling_by_Hippo	0	0	0	32	32
Defective_POMT1_causes_MDDGA1,_MDDGB1_and_MDDGC1	0	0	0	0	0
Activation_of_gene_expression_by_SREBF_(SREBP)	0	21	0	28	49
Biological_oxidations	0	0	0	0	0
GAB1_signalosome	0	1	0	16	17
Defective_CYP27B1_causes_Rickets_vitamin_D-dependent_1A_(VDDR1A)	0	0	0	0	0
Transport_and_synthesis_of_PAPS	0	0	0	36	36
Anchoring_of_the_basal_body_to_the_plasma_membrane	0	0	0	11	11
TLR3_deficiency_-_HSE	0	0	0	1	1
Clearance_of_Nuclear_Envelope_Membranes_from_Chromatin	0	0	0	6	6
G2-M_Transition	0	0	0	0	0
Downregulation_of_TGF-beta_receptor_signaling	0	0	0	29	29
Ubiquitin-dependent_degradation_of_Cyclin_D1	0	0	0	5	5
Metabolism_of_proteins	0	0	0	0	0
Cysteine_formation_from_homocysteine	0	0	0	0	0
PTK6_Regulates_Proteins_Involved_in_RNA_Processing	0	0	0	1	1
HIV_Infection	0	0	0	0	0
Organic_cation-anion-zwitterion_transport	0	0	0	0	0
Bile_salt_and_organic_anion_SLC_transporters	0	0	0	1	1
Role_of_second_messengers_in_netrin-1_signaling	0	1	0	4	5
RNA_Polymerase_II_Pre-transcription_Events	0	0	0	37	37
Formation_of_the_HIV-1_Early_Elongation_Complex	0	0	0	13	13
Translocation_of_ZAP-70_to_Immunological_synapse	0	0	0	5	5
HSF1_activation	0	0	0	7	7
Mucopolysaccharidoses	0	0	0	0	0
Enzymatic_degradation_of_dopamine_by_COMT	0	0	0	0	0
GRB2_events_in_ERBB2_signaling	0	0	0	6	6
Defective_ABCC8_can_cause_hypoglycemias_and_hyperglycemias	0	0	0	2	2
TP53_Regulates_Transcription_of_Caspase_Activators_and_Caspases	0	6	0	14	20
Regulation_of_ornithine_decarboxylase_(ODC)	0	0	0	5	5
Intra-Golgi_traffic	0	0	0	19	19
Lysosomal_oligosaccharide_catabolism	0	0	0	0	0
Neurofascin_interactions	0	0	0	7	7
SUMO_is_transferred_from_E1_to_E2_(UBE2I,_UBC9)	0	0	0	58	58
Activation_of_IRF3-IRF7_mediated_by_TBK1-IKK_epsilon	0	0	0	13	13
Biogenic_amines_are_oxidatively_deaminated_to_aldehydes_by_MAOA_and_MAOB	0	0	0	0	0
Phenylalanine_and_tyrosine_catabolism	0	0	0	0	0
Defective_SLC35D1_causes_Schneckenbecken_dysplasia_(SCHBCKD)	0	0	0	0	0
G_beta:gamma_signalling_through_PI3Kgamma	0	0	0	6	6
Keratinization	0	0	0	6	6
VEGFR2_mediated_cell_proliferation	0	1	0	41	42
Defective_ALG9_causes_ALG9-CDG_(CDG-1l)	0	0	0	0	0
Biosynthesis_of_maresin_conjugates_in_tissue_regeneration_(MCTR)	0	0	0	0	0
Regulation_of_cholesterol_biosynthesis_by_SREBP_(SREBF)	0	0	0	36	36
Oxygen-dependent_asparagine_hydroxylation_of_Hypoxia-inducible_Factor_Alpha	0	0	0	2	2
Protein-protein_interactions_at_synapses	0	0	0	0	0
Aflatoxin_activation_and_detoxification	0	0	0	9	9
Integrin_signaling	0	0	0	0	0
Epigenetic_regulation_of_gene_expression	0	0	0	0	0
Regulation_of_Complement_cascade	0	1	0	62	63
Acyl_chain_remodeling_of_DAG_and_TAG	0	0	0	3	3
Defective_CYP11B2_causes_Corticosterone_methyloxidase_1_deficiency_(CMO-1_deficiency)	0	0	0	0	0
PKB-mediated_events	0	0	0	0	0
Interleukin-37_signaling	0	2	0	9	11
AKT_phosphorylates_targets_in_the_nucleus	0	0	0	3	3
Defective_SLC12A1_causes_Bartter_syndrome_1_(BS1)	0	0	0	0	0
RHO_GTPases_Activate_NADPH_Oxidases	0	0	0	8	8
DNA_Damage_Bypass	0	0	0	0	0
Coenzyme_A_biosynthesis	0	0	0	2	2
Formation_of_ATP_by_chemiosmotic_coupling	0	0	0	5	5
NoRC_negatively_regulates_rRNA_expression	0	1	0	11	12
Formation_of_a_pool_of_free_40S_subunits	0	0	0	7	7
Signaling_by_FGFR_in_disease	0	0	0	0	0
RNA_Polymerase_III_Chain_Elongation	0	0	0	2	2
Butyrate_Response_Factor_1_(BRF1)_binds_and_destabilizes_mRNA	0	0	0	4	4
Gap_junction_trafficking	0	0	0	0	0
POLB-Dependent_Long_Patch_Base_Excision_Repair	0	0	0	9	9
Antagonism_of_Activin_by_Follistatin	0	0	0	3	3
DNA_Replication_Pre-Initiation	0	0	0	0	0
Metabolism_of_ingested_MeSeO2H_into_MeSeH	0	0	0	0	0
RAB_geranylgeranylation	0	1	0	8	9
Retinoid_cycle_disease_events	0	0	0	3	3
The_canonical_retinoid_cycle_in_rods_(twilight_vision)	0	0	0	13	13
Mitochondrial_Fatty_Acid_Beta-Oxidation	0	0	0	2	2
Immunoregulatory_interactions_between_a_Lymphoid_and_a_non-Lymphoid_cell	0	0	0	73	73
Regulation_of_KIT_signaling	0	0	0	11	11
Interleukin-1_signaling	0	0	0	58	58
Synthesis_of_Ketone_Bodies	0	0	0	0	0
WNT5A-dependent_internalization_of_FZD2,_FZD5_and_ROR2	0	0	0	3	3
C-type_lectin_receptors_(CLRs)	0	0	0	0	0
Defective_SLC26A3_causes_congenital_secretory_chloride_diarrhea_1_(DIAR1)	0	0	0	0	0
Biosynthesis_of_DPAn-3_SPMs	0	0	0	0	0
Tolerance_of_reactive_oxygen_produced_by_macrophages	0	0	0	1	1
MGMT-mediated_DNA_damage_reversal	0	0	0	0	0
cGMP_effects	0	1	0	6	7
Serotonin_and_melatonin_biosynthesis	0	0	0	1	1
Pausing_and_recovery_of_Tat-mediated_HIV_elongation	0	0	0	3	3
Regulation_of_beta-cell_development	0	0	0	0	0
FGFR4_ligand_binding_and_activation	0	0	0	9	9
Defective_LFNG_causes_SCDO3	0	0	0	1	1
Metalloprotease_DUBs	0	1	0	9	10
Mitochondrial_translation	0	0	0	0	0
AXIN_mutants_destabilize_the_destruction_complex,_activating_WNT_signaling	0	0	0	0	0
Signaling_by_Nuclear_Receptors	0	0	0	0	0
Positive_epigenetic_regulation_of_rRNA_expression	0	0	0	0	0
Cation-coupled_Chloride_cotransporters	0	0	0	2	2
Plus-strand_DNA_synthesis	0	0	0	6	6
GSD_0	0	0	0	1	1
Nucleotide_metabolism	0	0	0	0	0
SUMOylation_of_transcription_factors	0	0	0	14	14
Synthesis_of_12-eicosatetraenoic_acid_derivatives	0	0	0	1	1
Defective_SLC26A4_causes_Pendred_syndrome_(PDS)	0	0	0	0	0
Initial_triggering_of_complement	0	0	0	10	10
Negative_regulation_of_TCF-dependent_signaling_by_DVL-interacting_proteins	0	0	0	3	3
Mitotic_Spindle_Checkpoint	0	0	0	0	0
Defective_OPLAH_causes_5-oxoprolinase_deficiency_(OPLAHD)	0	0	0	0	0
Dissolution_of_Fibrin_Clot	0	0	0	14	14
Citric_acid_cycle_(TCA_cycle)	0	0	0	11	11
Homology_Directed_Repair	0	0	0	0	0
Phosphate_bond_hydrolysis_by_NUDT_proteins	0	0	0	1	1
Defective_MAT1A_causes_Methionine_adenosyltransferase_deficiency_(MATD)	0	0	0	0	0
XBP1(S)_activates_chaperone_genes	0	0	0	0	0
Signaling_by_Activin	0	1	0	31	32
HS-GAG_biosynthesis	0	0	0	21	21
ABC-family_proteins_mediated_transport	0	0	0	12	12
Conjugation_of_benzoate_with_glycine	0	0	0	2	2
Interleukin_receptor_SHC_signaling	0	0	0	10	10
Lysosome_Vesicle_Biogenesis	0	0	0	15	15
Opioid_Signalling	0	0	0	4	4
Kandutsch-Russell_pathway	0	0	0	0	0
Regulation_of_TP53_Activity_through_Phosphorylation	0	0	0	43	43
HSF1-dependent_transactivation	0	0	0	3	3
Minus-strand_DNA_synthesis	0	0	0	9	9
NOSTRIN_mediated_eNOS_trafficking	0	0	0	4	4
Cell_surface_interactions_at_the_vascular_wall	0	1	0	52	53
Generic_Transcription_Pathway	0	0	0	6	6
Defensins	0	0	0	7	7
Activation_of_NMDA_receptor_and_postsynaptic_events	0	0	0	0	0
HDR_through_MMEJ_(alt-NHEJ)	0	0	0	12	12
MASTL_Facilitates_Mitotic_Progression	0	0	0	4	4
VEGF_ligand-receptor_interactions	0	0	0	6	6
Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S	0	0	0	10	10
PLC_beta_mediated_events	0	0	0	12	12
FGFR1_mutant_receptor_activation	0	0	0	0	0
TRIF-mediated_programmed_cell_death	0	0	0	6	6
Defective_LMBRD1_causes_methylmalonic_aciduria_and_homocystinuria_type_cblF	0	0	0	0	0
Chondroitin_sulfate_biosynthesis	0	0	0	13	13
Inhibition_of_IFN-beta	0	0	0	0	0
CREB3_factors_activate_genes	0	0	0	2	2
Cellular_Senescence	0	0	0	0	0
ZBP1(DAI)_mediated_induction_of_type_I_IFNs	0	0	0	2	2
Diseases_of_metabolism	0	0	0	0	0
Pyruvate_metabolism	0	0	0	7	7
Inhibition_of_voltage_gated_Ca2+_channels_via_Gbeta-gamma_subunits	0	0	0	1	1
Nonsense-Mediated_Decay_(NMD)	0	0	0	0	0
The_retinoid_cycle_in_cones_(daylight_vision)	0	0	0	3	3
Tetrahydrobiopterin_(BH4)_synthesis,_recycling,_salvage_and_regulation	0	1	0	4	5
Intestinal_absorption	0	0	0	0	0
Sperm_Motility_And_Taxes	0	0	0	2	2
TRKA_activation_by_NGF	0	0	0	7	7
IRF3_mediated_activation_of_type_1_IFN	0	0	0	3	3
DARPP-32_events	0	0	0	16	16
Defective_ABCA12_causes_autosomal_recessive_congenital_ichthyosis_type_4B	0	0	0	0	0
Defective_SLC11A2_causes_hypochromic_microcytic_anemia,_with_iron_overload_1_(AHMIO1)	0	0	0	0	0
Loss_of_proteins_required_for_interphase_microtubule_organization from_the_centrosome	0	0	0	2	2
Fructose_biosynthesis	0	0	0	0	0
Activation_of_DNA_fragmentation_factor	0	1	0	11	12
Retrograde_neurotrophin_signalling	0	0	0	5	5
Inhibition_of_Signaling_by_Overexpressed_EGFR	0	0	0	2	2
Synthesis,_secretion,_and_inactivation_of_Glucagon-like_Peptide-1_(GLP-1)	0	0	0	6	6
Regulation_of_gap_junction_activity	0	0	0	0	0
Binding_and_Uptake_of_Ligands_by_Scavenger_Receptors	0	0	0	0	0
Relaxin_receptors	0	0	0	12	12
Signaling_by_FGFR1_amplification_mutants	0	0	0	2	2
Proline_catabolism	0	0	0	0	0
Apoptotic_execution_phase	0	0	0	0	0
Cell_Cycle,_Mitotic	0	0	0	0	0
Plasma_lipoprotein_remodeling	0	0	0	0	0
Biosynthesis_of_protectins	0	0	0	1	1
Intestinal_hexose_absorption	0	0	0	0	0
IKBKB_deficiency_causes_SCID	0	0	0	0	0
Clearance_of_dopamine	0	0	0	0	0
InlB-mediated_entry_of_Listeria_monocytogenes_into_host_cell	0	0	0	12	12
Vitamin_B1_(thiamin)_metabolism	0	0	0	1	1
Defective_CYP4F22_causes_Ichthyosis,_congenital,_autosomal_recessive_5_(ARCI5)	0	0	0	0	0
Nicotinamide_salvaging	0	0	0	2	2
Factors_involved_in_megakaryocyte_development_and_platelet_production	0	3	0	34	37
Deadenylation_of_mRNA	0	0	0	10	10
Passive_transport_by_Aquaporins	0	0	0	3	3
Dopamine_Neurotransmitter_Release_Cycle	0	1	0	9	10
Dectin-1_mediated_noncanonical_NF-kB_signaling	0	1	0	14	15
Constitutive_Signaling_by_AKT1_E17K_in_Cancer	0	0	0	9	9
cRNA_Synthesis	0	0	0	2	2
Translation	0	0	0	0	0
Activation_of_Matrix_Metalloproteinases	0	0	0	14	14
Transport_of_the_SLBP_independent_Mature_mRNA	0	0	0	8	8
Insulin-like_Growth_Factor-2_mRNA_Binding_Proteins_(IGF2BPs-IMPs-VICKZs)_bind_RNA	0	0	0	0	0
Prostacyclin_signalling_through_prostacyclin_receptor	0	0	0	13	13
Hyaluronan_metabolism	0	0	0	0	0
N-Glycan_antennae_elongation	0	0	0	3	3
Fanconi_Anemia_Pathway	0	0	0	25	25
Defective_B4GALT1_causes_B4GALT1-CDG_(CDG-2d)	0	0	0	0	0
Degradation_of_the_extracellular_matrix	0	0	0	40	40
S_Phase	0	0	0	0	0
Rhesus_glycoproteins_mediate_ammonium_transport.	0	0	0	0	0
Electric_Transmission_Across_Gap_Junctions	0	0	0	2	2
RORA_activates_gene_expression	0	2	0	4	6
Tandem_of_pore_domain_in_a_weak_inwardly_rectifying_K+_channels_(TWIK)	0	0	0	1	1
Loss_of_Function_of_SMAD2-3_in_Cancer	0	0	0	0	0
Defective_SLC17A5_causes_Salla_disease_(SD)_and_ISSD	0	0	0	0	0
G2-M_DNA_replication_checkpoint	0	0	0	6	6
Downregulation_of_SMAD2-3:SMAD4_transcriptional_activity	0	0	0	24	24
Cam-PDE_1_activation	0	0	0	2	2
Attachment_of_GPI_anchor_to_uPAR	0	0	0	1	1
CLEC7A-inflammasome_pathway	0	0	0	3	3
Pyrimidine_salvage	0	0	0	1	1
Defective_SLC24A5_causes_oculocutaneous_albinism_6_(OCA6)	0	0	0	0	0
TP53_Regulates_Transcription_of_Genes_Involved_in_Cytochrome_C_Release	0	11	0	11	22
GRB2:SOS_provides_linkage_to_MAPK_signaling_for_Integrins	0	0	0	3	3
MPS_IX_-_Natowicz_syndrome	0	0	0	0	0
Notch-HLH_transcription_pathway	0	0	0	5	5
Laminin_interactions	0	1	0	28	29
Innate_Immune_System	0	0	0	0	0
Assembly_of_Viral_Components_at_the_Budding_Site	0	0	0	0	0
PRC2_methylates_histones_and_DNA	0	0	0	8	8
CREB_phosphorylation	0	0	0	1	1
Synthesis_of_PIPs_at_the_Golgi_membrane	0	0	0	7	7
Metabolism_of_steroids	0	0	0	0	0
RHO_GTPases_activate_PAKs	0	0	0	21	21
Sphingolipid_de_novo_biosynthesis	0	0	0	11	11
Defective_CUBN_causes_hereditary_megaloblastic_anemia_1	0	0	0	1	1
Class_B-2_(Secretin_family_receptors)	0	0	0	20	20
Purine_salvage	0	0	0	3	3
Influenza_Infection	0	0	0	0	0
Defective_ACTH_causes_Obesity_and_Pro-opiomelanocortinin_deficiency_(POMCD)	0	0	0	1	1
IRAK1_recruits_IKK_complex_upon_TLR7-8_or_9_stimulation	0	0	0	8	8
Trafficking_and_processing_of_endosomal_TLR	0	0	0	5	5
Highly_calcium_permeable_postsynaptic_nicotinic_acetylcholine_receptors	0	1	0	2	3
Peptide_hormone_metabolism	0	0	0	0	0
EGFR_Transactivation_by_Gastrin	0	0	0	5	5
Signaling_by_Non-Receptor_Tyrosine_Kinases	0	0	0	0	0
Fructose_metabolism	0	0	0	0	0
Stimuli-sensing_channels	0	1	0	20	21
JNK_(c-Jun_kinases)_phosphorylation_and_activation_mediated_by_activated_human_TAK1	0	0	0	5	5
Circadian_Clock	0	14	0	51	65
IRS_activation	0	0	0	10	10
Defects_in_biotin_(Btn)_metabolism	0	0	0	0	0
Degradation_of_GLI2_by_the_proteasome	0	0	0	9	9
KSRP_(KHSRP)_binds_and_destabilizes_mRNA	0	0	0	4	4
Intrinsic_Pathway_of_Fibrin_Clot_Formation	0	0	0	15	15
Interactions_of_Tat_with_host_cellular_proteins	0	0	0	2	2
Constitutive_Signaling_by_Ligand-Responsive_EGFR_Cancer_Variants	0	2	0	26	28
Acetylcholine_binding_and_downstream_events	0	0	0	0	0
FGFR3c_ligand_binding_and_activation	0	0	0	9	9
Synthesis_of_dolichyl-phosphate-glucose	0	0	0	0	0
Disease	0	0	0	0	0
Deregulated_CDK5_triggers_multiple_neurodegenerative_pathways_in_Alzheimer's_disease_models	0	4	0	5	9
Termination_of_translesion_DNA_synthesis	0	1	0	15	16
PI3K-AKT_Signaling	0	0	0	26	26
FRS-mediated_FGFR2_signaling	0	0	0	18	18
Phase_I_-_Functionalization_of_compounds	0	0	0	3	3
Assembly_of_the_ORC_complex_at_the_origin_of_replication	0	0	0	8	8
APC-C:Cdc20_mediated_degradation_of_Cyclin_B	0	0	0	6	6
Orexin_and_neuropeptides_FF_and_QRFP_bind_to_their_respective_receptors	0	0	0	5	5
DDX58-IFIH1-mediated_induction_of_interferon-alpha-beta	0	0	0	9	9
Hedgehog_'off'_state	0	6	0	22	28
PTK6_Regulates_RHO_GTPases,_RAS_GTPase_and_MAP_kinases	0	1	0	31	32
Synthesis_of_IP3_and_IP4_in_the_cytosol	0	0	0	12	12
Synthesis_of_IPs_in_the_nucleus	0	0	0	1	1
Nef_mediated_downregulation_of_CD28_cell_surface_expression	0	0	0	3	3
Energy_dependent_regulation_of_mTOR_by_LKB1-AMPK	0	0	0	18	18
Cytochrome_P450_-_arranged_by_substrate_type	0	0	0	2	2
Conjugation_of_carboxylic_acids	0	0	0	0	0
Bicarbonate_transporters	0	0	0	3	3
Diseases_of_Immune_System	0	0	0	0	0
Glucagon_signaling_in_metabolic_regulation	0	1	0	15	16
Activation_of_GABAB_receptors	0	0	0	0	0
APC-C-mediated_degradation_of_cell_cycle_proteins	0	0	0	0	0
Glycogen_metabolism	0	0	0	0	0
Basigin_interactions	0	0	0	12	12
Metabolism_of_vitamin_K	0	0	0	0	0
Vitamin_B5_(pantothenate)_metabolism	0	0	0	4	4
Unfolded_Protein_Response_(UPR)	0	0	0	0	0
Noncanonical_activation_of_NOTCH3	0	0	0	2	2
Asymmetric_localization_of_PCP_proteins	0	1	0	10	11
Defective_CYP2R1_causes_Rickets_vitamin_D-dependent_1B_(VDDR1B)	0	0	0	0	0
Defective_CYP19A1_causes_Aromatase_excess_syndrome_(AEXS)	0	0	0	0	0
DNA_Damage-Telomere_Stress_Induced_Senescence	0	3	0	22	25
