BP	bp_count	mf_count	complex_count	distinct_protein_count	distinct_chemical_count	distinct_cc_count	distinct_relation_count
Signaling_by_WNT	1	0	0	0	0	0	0
Phosphate_bond_hydrolysis_by_NTPDase_proteins	1	12	0	8	9	6	6
Electron_transport_from_NADPH_to_Ferredoxin	1	3	8	1	7	1	7
Glucose_metabolism	1	0	0	0	0	0	0
Dermatan_sulfate_biosynthesis	3	5	7	2	4	5	6
Other_interleukin_signaling	2	21	28	23	5	3	7
Defective_CSF2RB_causes_pulmonary_surfactant_metabolism_dysfunction_5_(SMDP5)	1	1	1	3	0	2	2
DNA_Damage_Reversal	1	0	0	0	0	0	0
Defective_CHSY1_causes_TPBS	1	2	2	0	4	1	3
IRS-mediated_signalling	1	3	7	0	7	4	6
MAPK_family_signaling_cascades	1	0	0	0	0	0	0
GABA_B_receptor_activation	1	2	5	0	2	3	4
Influenza_Life_Cycle	3	2	5	0	2	4	5
Sodium-coupled_sulphate,_di-_and_tri-carboxylate_transporters	1	5	0	5	8	3	4
Plasma_lipoprotein_clearance	1	0	0	0	0	0	0
Pausing_and_recovery_of_HIV_elongation	1	3	6	0	0	1	6
Transcriptional_activity_of_SMAD2-SMAD3:SMAD4_heterotrimer	1	0	0	0	0	0	0
SUMOylation_of_DNA_replication_proteins	9	11	34	8	0	3	7
Amino_acid_synthesis_and_interconversion_(transamination)	4	41	13	22	44	9	6
Mitochondrial_calcium_ion_transport	1	6	6	3	5	5	5
Glutathione_conjugation	3	9	5	5	29	5	6
Caspase-mediated_cleavage_of_cytoskeletal_proteins	2	17	15	12	5	5	6
Metabolism	1	0	0	0	0	0	0
Influenza_Viral_RNA_Transcription_and_Replication	1	0	0	0	0	0	0
Apoptotic_factor-mediated_response	1	0	0	0	0	0	0
POU5F1_(OCT4),_SOX2,_NANOG_activate_genes_related_to_proliferation	1	26	37	16	3	4	7
Defective_ABCB4_causes_progressive_familial_intrahepatic_cholestasis_3,_intrahepatic_cholestasis_of_pregnancy_3_and_gallbladder_disease_1	1	1	0	0	7	2	2
DEx-H-box_helicases_activate_type_I_IFN_and_inflammatory_cytokines_production	2	6	11	4	5	2	6
Inhibition_of_Host_mRNA_Processing_and_RNA_Silencing	3	2	2	3	0	1	4
Processing_and_activation_of_SUMO	1	0	0	0	0	0	0
Insulin_effects_increased_synthesis_of_Xylulose-5-Phosphate	1	6	2	4	10	1	6
Defective_SLC34A1_causes_hypophosphatemic_nephrolithiasis-osteoporosis_1_(NPHLOP1)	1	1	0	0	4	1	3
Oncogenic_MAPK_signaling	1	0	0	0	0	0	0
Free_fatty_acid_receptors	1	7	6	5	3	4	4
Metabolism_of_serotonin	1	3	0	3	16	5	6
Interferon_Signaling	1	0	0	0	0	0	0
Diseases_of_Base_Excision_Repair	1	0	0	0	0	0	0
Uptake_and_function_of_anthrax_toxins	8	19	26	10	7	5	6
NFG_and_proNGF_binds_to_p75NTR	1	7	13	6	2	3	5
Activation_of_NMDA_receptors_and_postsynaptic_events	1	15	24	4	9	7	7
Progressive_trimming_of_alpha-1,2-linked_mannose_residues_from_Man9-8-7GlcNAc2_to_produce_Man5GlcNAc2	1	4	3	1	10	2	5
CDO_in_myogenesis	1	15	35	8	5	4	7
Defective_ABCA3_causes_pulmonary_surfactant_metabolism_dysfunction_3_(SMDP3)	1	1	0	0	6	2	2
Cross-presentation_of_particulate_exogenous_antigens_(phagosomes)	3	6	6	0	11	6	6
Listeria_monocytogenes_entry_into_host_cells	1	0	0	0	0	0	0
ROS,_RNS_production_in_phagocytes	6	10	5	3	21	5	6
Fatty_Acids_bound_to_GPR40_(FFAR1)_regulate_insulin_secretion	2	7	13	3	10	4	5
Defective_CHST14_causes_EDS,_musculocontractural_type	1	1	0	0	3	1	3
snRNP_Assembly	7	6	18	10	4	3	6
TWIK-related_spinal_cord_K+_channel_(TRESK)	1	1	0	1	3	3	4
GRB7_events_in_ERBB2_signaling	1	3	2	1	5	3	5
COX_reactions	2	7	1	4	18	3	5
Carboxyterminal_post-translational_modifications_of_tubulin	6	6	16	1	11	1	5
Beta-catenin_phosphorylation_cascade	1	6	20	1	5	1	6
Truncations_of_AMER1_destabilize_the_destruction_complex	1	1	2	4	0	1	3
RMTs_methylate_histone_arginines	1	22	34	13	8	2	8
RNA_Polymerase_I_Transcription_Termination	3	9	17	9	6	1	6
Defective_MTRR_causes_methylmalonic_aciduria_and_homocystinuria_type_cblE	1	1	1	0	6	1	3
Phosphorylation_of_Emi1	1	6	14	3	8	2	6
Interleukin-9_signaling	1	18	40	8	5	4	6
Cell_junction_organization	1	0	0	0	0	0	0
Hydrolysis_of_LPC	1	14	2	5	21	4	6
Classical_Kir_channels	1	1	1	0	3	3	4
APEX1-Independent_Resolution_of_AP_Sites_via_the_Single_Nucleotide_Replacement_Pathway	1	15	25	5	14	1	6
Negative_regulators_of_RIG-I-MDA5_signaling	1	15	33	13	5	3	7
Vitamin_E	3	0	0	1	4	3	4
Hydrolysis_of_LPE	1	10	1	3	18	3	6
Meiotic_synapsis	1	7	14	20	5	2	7
Paradoxical_activation_of_RAF_signaling_by_kinase_inactive_BRAF	1	8	26	0	5	3	5
Clostridium_neurotoxicity	1	0	0	0	0	0	0
CD28_co-stimulation	1	6	13	5	5	2	6
RUNX3_regulates_WNT_signaling	2	6	12	3	0	4	7
PAOs_oxidise_polyamines_to_amines	3	3	0	2	14	2	6
Formation_of_selenosugars_for_excretion	1	10	0	2	27	1	6
Lipoprotein_metabolism	1	0	0	0	0	0	0
Synthesis_of_Lipoxins_(LX)	2	15	7	7	23	5	6
N-glycan_antennae_elongation_in_the_medial-trans-Golgi	1	0	0	0	0	0	0
Entry_of_Influenza_Virion_into_Host_Cell_via_Endocytosis	3	3	7	0	2	4	5
Linoleic_acid_(LA)_metabolism	2	9	2	5	27	4	6
tRNA_processing_in_the_mitochondrion	10	10	4	8	10	1	6
Neurexins_and_neuroligins	1	19	51	6	0	3	6
CDC6_association_with_the_ORC:origin_complex	1	4	7	3	0	1	6
Activation_of_RAS_in_B_cells	1	4	8	0	10	2	5
O-linked_glycosylation	1	7	3	5	15	5	4
FBXW7_Mutants_and_NOTCH1_in_Cancer	1	0	0	0	0	0	0
IP6_and_IP7_transport_between_cytosol_and_nucleus	4	7	6	1	13	3	6
LDL_remodeling	1	3	1	4	0	1	6
Activation_of_Na-permeable_kainate_receptors	1	2	3	0	5	3	5
Ca_activated_K+_channels	1	3	2	1	3	3	4
FasL-_CD95L_signaling	4	10	17	7	0	4	5
NCAM1_interactions	1	10	12	5	4	3	6
DCC_mediated_attractive_signaling	3	19	46	13	8	3	6
Biosynthesis_of_protectin_and_resolvin_conjugates_in_tissue_regeneration_(PCTR_and_RCTR)	2	9	0	2	21	3	6
Depyrimidination	1	0	0	0	0	0	0
Signaling_by_ERBB4	1	11	19	8	5	3	5
Signaling_by_ERBB2	2	22	35	15	8	3	6
Terminal_pathway_of_complement	1	8	19	6	0	2	6
Beta_defensins	1	5	10	3	2	3	6
Signaling_by_NOTCH1_t(7;9)(NOTCH1:M1580_K2555)_Translocation_Mutant	1	0	0	0	0	0	0
Viral_Messenger_RNA_Synthesis	5	9	15	4	0	3	6
Defective_SLC6A2_causes_orthostatic_intolerance_(OI)	1	1	0	0	5	1	3
Attenuation_phase	1	5	10	2	5	1	6
MPS_IIIA_-_Sanfilippo_syndrome_A	1	2	0	0	7	1	3
Defective_ALG14_causes_congenital_myasthenic_syndrome_(ALG14-CMS)	1	1	0	0	4	2	2
IL-6-type_cytokine_receptor_ligand_interactions	1	15	31	12	0	3	7
PI3K_events_in_ERBB2_signaling	2	10	17	0	7	3	5
Role_of_phospholipids_in_phagocytosis	4	39	62	13	24	9	6
Transport_of_gamma-carboxylated_protein_precursors_from_the_endoplasmic_reticulum_to_the_Golgi_apparatus	10	18	0	11	9	4	6
CTLA4_inhibitory_signaling	1	5	14	2	8	2	6
Defective_CYP24A1_causes_Hypercalcemia,_infantile_(HCAI)	1	1	0	0	8	1	3
APOBEC3G_mediated_resistance_to_HIV-1_infection	1	3	10	0	6	2	7
Signaling_by_TGF-beta_Receptor_Complex_in_Cancer	1	0	0	0	0	0	0
Transport_of_Mature_mRNAs_Derived_from_Intronless_Transcripts	1	0	0	0	0	0	0
Interleukin-7_signaling	1	34	82	12	5	4	8
Defective_ALG2_causes_ALG2-CDG_(CDG-1i)	1	1	0	0	4	2	2
Defective_FMO3_causes_Trimethylaminuria_(TMAU)	1	1	0	0	8	1	3
Defective_SLC17A8_causes_autosomal_dominant_deafness_25_(DFNA25)	1	1	0	0	5	2	2
Platelet_sensitization_by_LDL	1	12	12	8	7	4	6
Free_fatty_acids_regulate_insulin_secretion	1	0	0	0	0	0	0
Regulation_of_IFNG_signaling	2	6	14	4	8	4	7
Recognition_and_association_of_DNA_glycosylase_with_site_containing_an_affected_purine	1	10	5	2	7	1	6
Growth_hormone_receptor_signaling	3	34	83	6	8	5	7
MAPK1_(ERK2)_activation	1	4	8	2	5	3	6
Alpha-oxidation_of_phytanate	1	10	0	8	28	3	6
p53-Independent_DNA_Damage_Response	1	0	0	0	0	0	0
Assembly_Of_The_HIV_Virion	1	1	3	8	0	2	3
POU5F1_(OCT4),_SOX2,_NANOG_repress_genes_related_to_differentiation	1	10	11	4	0	2	7
Interaction_With_Cumulus_Cells	3	0	0	1	3	2	3
Hemostasis	1	0	0	0	0	0	0
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	9	8	0	6	15	2	6
Dimerization_of_procaspase-8	1	7	16	1	0	3	6
TNF_receptor_superfamily_(TNFSF)_members_mediating_non-canonical_NF-kB_pathway	1	12	24	9	0	3	6
Vitamin_C_(ascorbate)_metabolism	1	6	3	3	15	4	6
Invadopodia_formation	1	1	2	1	0	2	4
Release	2	1	2	1	0	2	4
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	1	14	5	9	27	4	6
Toxicity_of_botulinum_toxin_type_F_(BoNT-F)	1	5	7	3	3	5	6
ATF4_activates_genes	2	8	2	9	0	4	6
Signaling_by_NOTCH1_HD_Domain_Mutants_in_Cancer	1	0	0	0	0	0	0
Serotonin_receptors	1	6	14	0	4	4	4
IRAK2_mediated_activation_of_TAK1_complex	1	10	29	1	5	3	5
Diseases_of_carbohydrate_metabolism	1	0	0	0	0	0	0
Abacavir_metabolism	1	8	1	5	25	4	6
Calmodulin_induced_events	1	3	3	2	6	2	5
Defective_CYP1B1_causes_Glaucoma	1	1	0	0	8	1	3
G2_Phase	1	2	6	0	5	1	6
DAP12_interactions	1	17	25	10	5	2	6
G1-S_DNA_Damage_Checkpoints	1	0	0	0	0	0	0
Thromboxane_signalling_through_TP_receptor	1	17	41	6	6	3	5
Platelet_degranulation	6	6	10	3	3	11	5
Lysosphingolipid_and_LPA_receptors	1	3	5	0	9	2	4
SUMO_is_proteolytically_processed	1	6	12	3	7	1	6
FGFR1c_and_Klotho_ligand_binding_and_activation	1	7	17	4	7	3	5
Phase_0_-_rapid_depolarisation	1	2	7	0	4	3	4
Signaling_by_BRAF_and_RAF_fusions	1	5	17	0	5	3	5
Negative_feedback_regulation_of_MAPK_pathway	1	3	2	2	5	2	5
Defective_SLC6A18_may_confer_susceptibility_to_iminoglycinuria_and-or_hyperglycinuria	1	1	0	0	2	1	3
IRS-related_events_triggered_by_IGF1R	1	3	8	1	5	3	5
Carbohydrate_metabolism	1	0	0	0	0	0	0
NADPH_regeneration	1	4	0	2	14	3	6
Apoptotic_cleavage_of_cell_adhesion_proteins	1	14	7	12	5	3	6
Surfactant_metabolism	5	24	24	12	15	9	7
Xenobiotics	4	15	15	1	37	3	5
Netrin-1_signaling	4	14	21	15	6	3	6
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	1	10	27	5	5	3	7
Processing_of_Intronless_Pre-mRNAs	2	7	28	4	0	3	6
MET_activates_RAS_signaling	1	12	33	5	7	3	6
AUF1_(hnRNP_D0)_binds_and_destabilizes_mRNA	2	5	14	5	0	3	6
mRNA_decay_by_5'_to_3'_exoribonuclease	1	5	12	7	10	1	6
Cargo_concentration_in_the_ER	1	15	34	11	5	3	6
G1-S-Specific_Transcription	1	0	0	0	0	0	0
Chk1-Chk2(Cds1)_mediated_inactivation_of_Cyclin_B:Cdk1_complex	2	10	12	6	5	2	7
G_alpha_(i)_signalling_events	1	82	138	63	30	4	7
Biosynthesis_of_maresin-like_SPMs	2	7	1	2	15	3	6
ER_to_Golgi_Anterograde_Transport	1	0	0	0	0	0	0
Ketone_body_catabolism	1	3	1	2	14	1	6
FRS-mediated_FGFR4_signaling	1	15	42	3	7	3	6
Glutamate_Neurotransmitter_Release_Cycle	3	11	18	11	13	9	6
Biosynthesis_of_DHA-derived_sulfido_conjugates	2	10	0	2	20	3	6
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	4	7	8	3	10	2	6
Peroxisomal_protein_import	1	26	59	12	7	3	6
PTK6_Regulates_Cell_Cycle	1	4	9	1	5	4	6
Degradation_of_AXIN	1	9	28	3	7	1	6
Signaling_by_Overexpressed_Wild-Type_EGFR_in_Cancer	1	0	0	0	0	0	0
Defective_PGM1_causes_PGM1-CDG_(CDG1t)	1	1	0	0	3	1	3
alpha-linolenic_(omega3)_and_linoleic_(omega6)_acid_metabolism	1	0	0	0	0	0	0
Class_I_MHC_mediated_antigen_processing_&_presentation	1	0	0	0	0	0	0
Uptake_and_function_of_diphtheria_toxin	1	6	7	5	10	6	6
Lagging_Strand_Synthesis	1	0	0	0	0	0	0
TNFR1-induced_proapoptotic_signaling	3	8	19	7	0	3	6
Digestion_of_dietary_lipid	1	10	5	3	15	3	6
TGFBR1_KD_Mutants_in_Cancer	1	3	9	2	5	4	5
RIPK1-mediated_regulated_necrosis	1	8	14	3	5	3	7
Collagen_degradation	1	35	27	18	13	3	6
Histidine,_lysine,_phenylalanine,_tyrosine,_proline_and_tryptophan_catabolism	1	0	0	0	0	0	0
Propionyl-CoA_catabolism	1	8	6	3	23	1	6
Activated_NTRK3_signals_through_RAS	2	5	15	0	7	3	6
Signaling_by_FGFR1_in_disease	1	11	24	3	9	3	6
Acyl_chain_remodelling_of_PE	2	15	5	5	27	5	5
Acyl_chain_remodelling_of_PC	1	18	5	6	23	4	5
Regulation_of_Glucokinase_by_Glucokinase_Regulatory_Protein	2	4	6	2	0	3	6
Acyl_chain_remodelling_of_PI	1	12	5	4	20	4	5
Acyl_chain_remodelling_of_PG	2	12	7	3	16	7	5
Essential_fructosuria	1	1	0	0	5	1	3
Interconversion_of_nucleotide_di-_and_triphosphates	1	51	13	31	51	5	6
MyD88_deficiency_(TLR5)	1	1	2	0	0	2	2
RNA_Polymerase_II_Transcription_Pre-Initiation_And_Promoter_Opening	1	6	17	1	6	1	6
Unwinding_of_DNA	1	5	8	6	0	1	7
Gamma-carboxylation_of_protein_precursors	10	12	1	12	13	5	5
Acyl_chain_remodelling_of_PS	2	11	4	5	19	5	5
FGFR3_mutant_receptor_activation	1	1	1	0	0	3	3
Activation_of_PUMA_and_translocation_to_mitochondria	3	8	14	4	5	3	7
Removal_of_aminoterminal_propeptides_from_gamma-carboxylated_proteins	10	9	0	10	0	4	6
PCP-CE_pathway	1	11	24	8	5	3	6
SUMOylation_of_chromatin_organization_proteins	2	18	48	14	0	3	7
Tandem_pore_domain_halothane-inhibited_K+_channel_(THIK)	1	1	0	1	3	3	4
Histidine_catabolism	2	9	0	9	25	3	6
Metabolism_of_lipids	1	0	0	0	0	0	0
CD209_(DC-SIGN)_signaling	1	11	21	6	12	4	7
Latent_infection_of_Homo_sapiens_with_Mycobacterium_tuberculosis	1	0	0	0	0	0	0
Deletions_in_the_AMER1_gene_destabilize_the_destruction_complex	1	1	0	0	0	1	3
Mitochondrial_translation_initiation	1	5	10	4	6	2	6
Costimulation_by_the_CD28_family	2	7	14	5	7	3	7
TICAM1,_RIP1-mediated_IKK_complex_recruitment	1	6	16	3	5	3	6
Assembly_of_active_LPL_and_LIPC_lipase_complexes	3	11	15	8	11	6	7
Activation_of_G_protein_gated_Potassium_channels	1	1	1	0	3	3	4
Mitochondrial_protein_import	1	14	41	3	8	5	7
pre-mRNA_splicing	1	12	45	79	4	1	6
Formation_of_editosomes_by_ADAR_proteins	1	7	0	2	6	1	6
Release_of_Hh-Np_from_the_secreting_cell	1	6	12	5	0	3	6
Recruitment_and_ATM-mediated_phosphorylation_of_repair_and_signaling_proteins_at_DNA_double_strand_breaks	1	47	102	28	10	1	7
Cardiac_conduction	1	0	0	0	0	0	0
ATP_sensitive_Potassium_channels	1	2	2	0	3	3	4
TWIK-related_alkaline_pH_activated_K+_channel_(TALK)	1	1	1	0	3	3	4
Formation_of_xylulose-5-phosphate	1	9	1	6	25	2	6
Defective_ABCD4_causes_methylmalonic_aciduria_and_homocystinuria,_cblj_type_(MAHCJ)	1	1	0	0	7	2	2
Translesion_synthesis_by_REV1	1	7	22	3	6	1	6
Cyclin_A:Cdk2-associated_events_at_S_phase_entry	5	22	58	6	8	3	8
Activated_point_mutants_of_FGFR2	1	10	18	1	6	3	6
Axonal_growth_inhibition_(RHOA_activation)	1	6	9	4	0	2	6
Purine_ribonucleoside_monophosphate_biosynthesis	1	24	5	12	41	1	6
Sema4D_induced_cell_migration_and_growth-cone_collapse	1	11	30	3	10	2	5
Cytosolic_sulfonation_of_small_molecules	2	22	12	8	46	4	6
IKBKG_deficiency_causes_anhidrotic_ectodermal_dysplasia_with_immunodeficiency_(EDA-ID)_(via_TLR)	1	1	1	2	0	1	3
Cap-dependent_Translation_Initiation	1	0	0	0	0	0	0
Glycogen_synthesis	1	26	55	9	20	1	6
Ion_transport_by_P-type_ATPases	1	15	11	6	17	13	7
Dual_incision_in_TC-NER	1	8	27	2	10	1	6
Collagen_chain_trimerization	1	35	66	20	0	2	6
Telomere_Maintenance	1	0	0	0	0	0	0
mTORC1-mediated_signalling	1	8	11	8	5	2	6
TP53_Regulates_Transcription_of_DNA_Repair_Genes	1	24	18	22	5	1	7
Assembly_of_collagen_fibrils_and_other_multimeric_structures	1	10	10	3	0	3	6
Fatty_acids	2	4	4	0	14	2	4
Gene_Silencing_by_RNA	1	0	0	0	0	0	0
Transport_of_HA_trimer,_NA_tetramer_and_M2_tetramer_from_the_endoplasmic_reticulum_to_the_Golgi_Apparatus	5	0	0	3	0	3	5
mRNA_Editing	1	0	0	0	0	0	0
Selenocysteine_synthesis	1	7	5	6	15	1	6
Toll_Like_Receptor_5_(TLR5)_Cascade	1	2	3	3	0	3	4
Clearance_of_seratonin	1	2	0	2	12	4	5
RHO_GTPases_regulate_CFTR_trafficking	1	3	8	1	0	4	5
Synthesis_of_Prostaglandins_(PG)_and_Thromboxanes_(TX)	2	36	2	12	46	3	7
Mitotic_Prometaphase	1	2	6	0	0	2	6
Folding_of_actin_by_CCT-TriC	1	3	8	1	6	1	6
Mitotic_Metaphase_and_Anaphase	1	0	0	0	0	0	0
Leading_Strand_Synthesis	1	0	0	0	0	0	0
Scavenging_by_Class_B_Receptors	1	6	9	3	0	4	6
Defective_SFTPA2_causes_idiopathic_pulmonary_fibrosis_(IPF)	2	0	1	1	0	2	4
Triglyceride_biosynthesis	1	11	7	4	28	3	6
Formation_of_the_active_cofactor,_UDP-glucuronate	2	14	16	6	20	3	6
Amino_acid_transport_across_the_plasma_membrane	3	39	7	28	20	5	5
Establishment_of_Sister_Chromatid_Cohesion	1	7	19	1	8	4	5
MECP2_regulates_transcription_of_genes_involved_in_GABA_signaling	1	4	6	2	0	2	6
Cohesin_Loading_onto_Chromatin	1	3	9	1	5	3	6
tRNA_processing	1	0	0	0	0	0	0
Regulation_of_lipid_metabolism_by_Peroxisome_proliferator-activated_receptor_alpha_(PPARalpha)	1	40	54	40	0	11	7
GRB2_events_in_EGFR_signaling	1	12	30	4	7	3	6
NTRK2_activates_RAC1	1	3	6	2	7	3	5
Activation_of_RAC1	1	6	12	3	8	2	5
Regulation_of_IFNA_signaling	1	8	22	5	8	3	6
Defective_SLC26A2_causes_chondrodysplasias	1	1	0	0	4	1	3
GPCR_ligand_binding	1	0	0	0	0	0	0
CLEC7A_(Dectin-1)_induces_NFAT_activation	4	33	53	16	18	10	7
Base_Excision_Repair	1	0	0	0	0	0	0
Mitochondrial_tRNA_aminoacylation	1	21	0	21	29	1	5
WNT_ligand_biogenesis_and_trafficking	2	22	49	10	5	11	7
Signaling_by_Erythropoietin	1	9	25	2	5	3	5
Sodium-coupled_phosphate_cotransporters	1	1	1	0	4	3	4
RHO_GTPases_activate_IQGAPs	1	6	15	5	4	3	6
Defective_SLC22A12_causes_renal_hypouricemia_1_(RHUC1)	1	1	0	0	5	2	2
Defective_DHDDS_causes_retinitis_pigmentosa_59	1	1	0	0	5	1	3
Regulation_of_TP53_Activity_through_Methylation	1	19	20	14	8	1	7
HCN_channels	1	2	3	0	4	3	4
Highly_sodium_permeable_acetylcholine_nicotinic_receptors	1	2	3	0	5	3	5
Sodium-Proton_exchangers	1	4	3	1	4	9	4
Transcriptional_activation_of_p53_responsive_genes	1	0	0	0	0	0	0
Opsins	1	4	9	1	0	4	5
Apoptosis_induced_DNA_fragmentation	1	0	0	0	0	0	0
VLDL_assembly	3	5	6	5	6	5	6
Formation_of_the_cornified_envelope	1	27	38	20	8	4	7
G2-M_DNA_damage_checkpoint	5	77	57	27	8	1	6
NADE_modulates_death_signalling	3	3	7	2	0	3	6
Galactose_catabolism	1	11	4	8	22	1	6
Keratan_sulfate_biosynthesis	1	11	26	2	10	4	6
Defective_SLCO1B1_causes_hyperbilirubinemia,_Rotor_type_(HBLRR)	1	1	0	0	0	1	3
RNA_Polymerase_I_Promoter_Clearance	1	0	0	0	0	0	0
Transcription_of_the_HIV_genome	1	3	7	0	6	1	6
Defective_AMN_causes_hereditary_megaloblastic_anemia_1	1	1	1	1	0	2	2
Signaling_by_NODAL	1	26	61	14	5	5	7
Ionotropic_activity_of_kainate_receptors	1	0	0	0	0	0	0
Major_pathway_of_rRNA_processing_in_the_nucleolus_and_cytosol	1	8	23	15	0	2	6
Metabolism_of_polyamines	1	6	0	6	19	1	6
Axon_guidance	1	0	0	0	0	0	0
Insulin_receptor_signalling_cascade	1	17	41	4	8	3	6
Amine_Oxidase_reactions	1	0	0	0	0	0	0
Defective_SLC20A2_causes_idiopathic_basal_ganglia_calcification_1_(IBGC1)	1	1	0	0	4	1	3
Defective_CHST6_causes_MCDC1	1	1	1	0	3	1	3
mitochondrial_fatty_acid_beta-oxidation_of_saturated_fatty_acids	1	0	0	0	0	0	0
The_AIM2_inflammasome	1	5	1	3	3	1	6
Defective_MPI_causes_MPI-CDG_(CDG-1b)	1	1	0	0	3	1	3
Defective_ALG8_causes_ALG8-CDG_(CDG-1h)	1	1	0	0	3	1	3
Interleukin-12_signaling	4	52	43	40	5	16	8
Nucleobase_catabolism	2	2	5	21	8	6	6
Defective_MMADHC_causes_methylmalonic_aciduria_and_homocystinuria_type_cblD	1	1	1	1	0	1	3
Telomere_Extension_By_Telomerase	8	7	15	2	7	1	6
Ribosomal_scanning_and_start_codon_recognition	1	3	11	6	6	1	7
Biosynthesis_of_DPAn-6_SPMs	2	2	0	2	7	2	6
TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7-8_or_9_activation	1	6	14	2	0	4	6
CD28_dependent_Vav1_pathway	1	13	28	7	9	3	5
Regulation_of_Hypoxia-inducible_Factor_(HIF)_by_oxygen	1	0	0	0	0	0	0
Pyrimidine_biosynthesis	1	10	2	5	28	2	6
Regulation_of_MECP2_expression_and_activity	2	20	37	8	5	4	8
Ceramide_signalling	1	3	2	3	9	3	5
IRE1alpha_activates_chaperones	1	53	1	50	5	10	7
CS-DS_degradation	4	8	5	3	15	3	6
EPHA-mediated_growth_cone_collapse	1	6	14	2	7	3	5
VEGFA-VEGFR2_Pathway	1	63	146	21	15	3	8
Activated_NTRK2_signals_through_RAS	1	5	15	0	7	3	5
Apoptosis	1	0	0	0	0	0	0
Negative_regulation_of_TCF-dependent_signaling_by_WNT_ligand_antagonists	1	6	14	4	0	3	6
Interleukin-36_pathway	1	3	7	2	0	2	6
Defective_HEXB_causes_GM2G2	1	3	0	0	7	1	3
PECAM1_interactions	1	8	7	5	5	3	7
Post-translational_modification:_synthesis_of_GPI-anchored_proteins	1	1	0	1	6	2	4
PTK6_Down-Regulation	1	4	5	3	8	3	7
MET_activates_PTPN11	1	2	5	1	5	3	5
Activation_of_E2F1_target_genes_at_G1-S	1	36	62	17	5	2	8
G-protein_activation	1	8	24	1	4	3	5
Iron_uptake_and_transport	1	25	18	17	24	5	6
Regulation_of_expression_of_SLITs_and_ROBOs	2	33	44	18	6	4	8
Regulation_of_FZD_by_ubiquitination	1	6	20	1	5	3	5
RUNX1_regulates_transcription_of_genes_involved_in_WNT_signaling	1	6	8	3	0	3	8
Erythropoietin_activates_Phospholipase_C_gamma_(PLCG)	1	4	10	0	10	3	5
Diseases_associated_with_visual_transduction	1	0	0	0	0	0	0
ABC_transporter_disorders	1	0	0	0	0	0	0
EGFR_downregulation	2	24	71	7	9	3	7
Toxicity_of_tetanus_toxin_(TeNT)	4	2	0	2	4	7	6
Erythrocytes_take_up_carbon_dioxide_and_release_oxygen	1	12	9	5	20	5	6
Other_semaphorin_interactions	1	9	12	12	0	2	4
Displacement_of_DNA_glycosylase_by_APEX1	1	27	5	8	17	1	6
Prostanoid_ligand_receptors	1	13	13	7	8	3	5
Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A	2	10	12	6	5	2	6
Defective_SLC34A2_causes_pulmonary_alveolar_microlithiasis_(PALM)	1	1	0	0	4	1	3
Synthesis_of_Leukotrienes_(LT)_and_Eoxins_(EX)	2	21	9	6	32	6	6
Defective_TPMT_causes_Thiopurine_S-methyltransferase_deficiency_(TPMT_deficiency)	1	1	0	0	5	1	3
G-protein_beta:gamma_signalling	1	0	0	0	0	0	0
Synthesis_of_IPs_in_the_ER_lumen	9	3	0	1	12	3	6
Leukotriene_receptors	1	3	4	1	4	2	3
Regulation_of_mRNA_stability_by_proteins_that_bind_AU-rich_elements	1	0	0	0	0	0	0
Regulation_of_gene_expression_in_beta_cells	1	12	3	9	7	4	7
XAV939_inhibits_tankyrase,_stabilizing_AXIN	1	1	2	0	1	1	4
NIK-->noncanonical_NF-kB_signaling	1	11	29	4	5	4	7
PRPP_biosynthesis	1	5	1	4	18	1	6
Misspliced_LRP5_mutants_have_enhanced_beta-catenin-dependent_signaling	1	1	2	1	0	2	2
SHC-related_events_triggered_by_IGF1R	1	7	19	2	7	3	6
Cholesterol_biosynthesis	1	28	5	18	46	5	6
Defective_MPDU1_causes_MPDU1-CDG_(CDG-1f)	1	4	0	0	6	1	3
RHO_GTPases_activate_KTN1	1	3	6	2	4	3	5
Recruitment_of_mitotic_centrosome_proteins_and_complexes	1	3	9	1	0	2	3
Mitotic_Anaphase	1	0	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_B_(BoNT-B)	1	5	8	6	3	5	6
Defective_SLC3A1_causes_cystinuria_(CSNU)	1	1	0	0	2	2	2
Signaling_by_Hippo	3	34	67	18	5	2	6
Defective_POMT1_causes_MDDGA1,_MDDGB1_and_MDDGC1	1	1	0	1	2	2	2
Activation_of_gene_expression_by_SREBF_(SREBP)	1	45	90	25	0	4	7
Biological_oxidations	1	0	0	0	0	0	0
GAB1_signalosome	2	14	32	6	10	3	7
Defective_CYP27B1_causes_Rickets_vitamin_D-dependent_1A_(VDDR1A)	1	1	0	0	8	1	3
Transport_and_synthesis_of_PAPS	1	34	43	11	46	6	6
Anchoring_of_the_basal_body_to_the_plasma_membrane	1	9	19	13	4	4	5
TLR3_deficiency_-_HSE	1	1	1	0	0	2	2
SUMOylation_of_ubiquitinylation_proteins	1	4	12	4	0	3	6
