pathway	new_bp	new_mf	new_cc	new_complex	new_total	deepened_bp	deepened_mf	deepened_cc	deepened_complex	deepened_total
WNT_ligand_secretion_is_abrogated_by_the_PORCN_inhibitor_LGK974	0	0	0	0	0	0	0	0	0	0
Abortive_elongation_of_HIV-1_transcript_in_the_absence_of_Tat	0	3	0	0	3	0	0	0	0	0
TICAM1,TRAF6-dependent_induction_of_TAK1_complex	0	4	0	6	10	0	0	0	0	0
Assembly_of_the_pre-replicative_complex	0	2	0	1	3	0	0	0	0	0
TWIK-releated_acid-sensitive_K+_channel_(TASK)	0	0	0	1	1	0	0	0	0	0
Resolution_of_AP_sites_via_the_multiple-nucleotide_patch_replacement_pathway	0	2	0	1	3	0	0	0	0	0
Protein_folding	0	0	0	0	0	0	0	0	0	0
Transcriptional_Regulation_by_MECP2	0	9	0	0	9	0	0	0	0	0
Defective_SLC39A4_causes_acrodermatitis_enteropathica,_zinc-deficiency_type_(AEZ)	0	0	0	0	0	0	0	0	0	0
Defective_ABCG8_causes_gallbladder_disease_4_and_sitosterolemia	0	0	0	0	0	0	0	0	0	0
IkBA_variant_leads_to_EDA-ID	0	0	0	1	1	0	0	0	0	0
Synthesis,_secretion,_and_deacylation_of_Ghrelin	0	1	0	2	3	1	0	0	0	1
IPs_transport_between_nucleus_and_ER_lumen	1	0	0	0	1	0	0	0	0	0
Transmission_across_Chemical_Synapses	0	0	0	0	0	0	0	0	0	0
ERBB2_Regulates_Cell_Motility	0	0	0	0	0	0	0	0	0	0
Heparan_sulfate-heparin_(HS-GAG)_metabolism	0	0	0	0	0	0	0	0	0	0
Signaling_by_activated_point_mutants_of_FGFR3	0	3	0	3	6	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_E_(BoNT-E)	0	1	0	2	3	0	0	0	0	0
Role_of_LAT2-NTAL-LAB_on_calcium_mobilization	0	3	0	5	8	2	0	0	0	2
Signaling_by_activated_point_mutants_of_FGFR1	0	1	0	1	2	0	0	0	0	0
Activated_NOTCH1_Transmits_Signal_to_the_Nucleus	1	7	0	5	13	0	0	0	0	0
Triglyceride_catabolism	0	2	0	6	8	3	0	0	0	3
Signaling_by_TGF-beta_family_members	0	0	0	0	0	0	0	0	0	0
E2F-enabled_inhibition_of_pre-replication_complex_formation	0	2	0	0	2	0	0	0	0	0
Interleukin-35_Signalling	0	7	0	3	10	0	2	0	0	2
Defective_GCK_causes_maturity-onset_diabetes_of_the_young_2_(MODY2)	0	0	0	0	0	0	0	0	0	0
Clathrin-mediated_endocytosis	0	17	0	5	22	0	0	0	0	0
Eicosanoids	0	0	0	5	5	1	0	0	0	1
HDMs_demethylate_histones	0	0	0	10	10	0	0	0	0	0
Phosphorylation_of_proteins_involved_in_G1-S_transition_by_active_Cyclin_E:Cdk2_complexes	0	1	0	1	2	0	0	0	0	0
Signaling_by_Type_1_Insulin-like_Growth_Factor_1_Receptor_(IGF1R)	0	3	0	1	4	0	0	0	0	0
SUMOylation_of_immune_response_proteins	0	0	0	4	4	0	2	0	0	2
Glycosaminoglycan_metabolism	0	0	0	0	0	0	0	0	0	0
Presynaptic_phase_of_homologous_DNA_pairing_and_strand_exchange	0	1	0	2	3	1	0	0	0	1
Synthesis_of_glycosylphosphatidylinositol_(GPI)	0	0	0	5	5	1	0	0	0	1
Inositol_phosphate_metabolism	0	0	0	0	0	0	0	0	0	0
PDE3B_signalling	0	0	0	0	0	0	0	0	0	0
FCGR_activation	0	4	0	3	7	0	0	0	0	0
Defective_SLC6A5_causes_hyperekplexia_3_(HKPX3)	0	0	0	0	0	0	0	0	0	0
HIV_elongation_arrest_and_recovery	0	2	0	0	2	0	0	0	0	0
COPII-mediated_vesicle_transport	0	8	0	6	14	0	2	0	0	2
Transport_of_fatty_acids	0	1	0	1	2	0	0	0	0	0
mRNA_Splicing	0	0	0	0	0	0	0	0	0	0
Negative_regulation_of_NOTCH4_signaling	1	0	0	4	5	0	0	0	0	0
RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE_during_HIV_infection	0	0	0	2	2	0	0	0	0	0
Glucagon-type_ligand_receptors	0	6	0	1	7	0	1	0	0	1
RUNX1_regulates_transcription_of_genes_involved_in_BCR_signaling	0	2	0	0	2	0	0	0	0	0
Influenza_Virus_Induced_Apoptosis	0	0	0	0	0	0	0	0	0	0
Rev-mediated_nuclear_export_of_HIV_RNA	0	4	0	2	6	0	2	0	0	2
Metal_sequestration_by_antimicrobial_proteins	0	3	0	0	3	0	0	0	0	0
Regulation_of_APC-C_activators_between_G1-S_and_early_anaphase	0	3	0	7	10	0	0	0	0	0
Nef_Mediated_CD4_Down-regulation	0	4	0	0	4	0	0	0	0	0
Constitutive_Signaling_by_NOTCH1_t(7;9)(NOTCH1:M1580_K2555)_Translocation_Mutant	0	0	0	1	1	0	0	0	0	0
mRNA_decay_by_3'_to_5'_exoribonuclease	0	0	0	2	2	1	0	0	0	1
HDL_assembly	0	0	0	3	3	1	0	0	0	1
Synthesis,_secretion,_and_inactivation_of_Glucose-dependent_Insulinotropic_Polypeptide_(GIP)	0	0	0	1	1	1	0	0	0	1
Sulfide_oxidation_to_sulfate	0	0	0	0	0	1	0	0	0	1
TP53_regulates_transcription_of_several_additional_cell_death_genes_whose_specific_roles_in_p53-dependent_apoptosis_remain_uncertain	0	3	0	0	3	0	5	0	0	5
Ubiquitin-dependent_degradation_of_Cyclin_D	0	0	0	0	0	0	0	0	0	0
Inhibition_of_adenylate_cyclase_pathway	0	0	0	0	0	0	0	0	0	0
Constitutive_Signaling_by_NOTCH1_PEST_Domain_Mutants	0	7	0	5	12	0	0	0	0	0
RUNX2_regulates_osteoblast_differentiation	3	14	0	3	20	0	1	0	0	1
TP53_Regulates_Transcription_of_Genes_Involved_in_G2_Cell_Cycle_Arrest	0	4	0	0	4	0	0	0	0	0
betaKlotho-mediated_ligand_binding	0	5	0	1	6	0	0	0	0	0
RAS_signaling_downstream_of_NF1_loss-of-function_variants	0	0	0	0	0	0	0	0	0	0
Sensing_of_DNA_Double_Strand_Breaks	0	1	0	3	4	0	0	0	0	0
Vitamin_B2_(riboflavin)_metabolism	0	0	0	1	1	1	0	0	0	1
Response_of_Mtb_to_phagocytosis	0	0	0	0	0	0	0	0	0	0
Interleukin-23_signaling	0	6	0	3	9	0	3	0	0	3
Release_of_apoptotic_factors_from_the_mitochondria	0	4	0	0	4	1	0	0	0	1
IPs_transport_between_cytosol_and_ER_lumen	1	0	0	3	4	0	0	0	0	0
Erythropoietin_activates_RAS	0	3	0	5	8	0	1	0	0	1
L1CAM_interactions	0	1	0	0	1	0	0	0	0	0
GABA_synthesis,_release,_reuptake_and_degradation	0	0	0	0	0	0	2	0	0	2
SMAD2-3_MH2_Domain_Mutants_in_Cancer	0	1	0	1	2	0	1	0	0	1
LDL_clearance	0	3	0	6	9	2	0	0	0	2
CRMPs_in_Sema3A_signaling	0	1	0	2	3	0	0	0	0	0
Unblocking_of_NMDA_receptors,_glutamate_binding_and_activation	0	2	0	4	6	0	0	0	0	0
TYSND1_cleaves_peroxisomal_proteins	0	2	0	0	2	0	1	0	0	1
Golgi_Cisternae_Pericentriolar_Stack_Reorganization	0	0	0	4	4	1	2	0	0	3
Defective_SLC1A1_is_implicated_in_schizophrenia_18_(SCZD18)_and_dicarboxylic_aminoaciduria_(DCBXA)	0	0	0	0	0	0	0	0	0	0
Interactions_of_Rev_with_host_cellular_proteins	0	0	0	0	0	0	0	0	0	0
RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter	0	3	0	0	3	0	0	0	0	0
Defective_SLC35C1_causes_congenital_disorder_of_glycosylation_2C_(CDG2C)	0	0	0	0	0	0	0	0	0	0
Reactions_specific_to_the_hybrid_N-glycan_synthesis_pathway	0	0	0	0	0	0	0	0	0	0
Mitochondrial_Uncoupling_Proteins	0	0	0	0	0	0	0	0	0	0
Defective_ALG6_causes_ALG6-CDG_(CDG-1c)	0	0	0	0	0	0	0	0	0	0
Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER	0	0	0	2	2	1	0	0	0	1
Retinoid_metabolism_and_transport	0	2	0	3	5	2	0	0	0	2
Interleukin-4_and_Interleukin-13_signaling	0	10	0	3	13	1	0	0	0	1
Formation_of_the_Editosome	0	2	0	1	3	0	0	0	0	0
Inactivation_of_CDC42_and_RAC1	0	1	0	3	4	0	1	0	0	1
PTK6_Activates_STAT3	1	1	0	4	6	0	1	0	0	1
Removal_of_the_Flap_Intermediate	0	2	0	0	2	0	0	0	0	0
APC-C:Cdh1_mediated_degradation_of_Cdc20_and_other_APC-C:Cdh1_targeted_proteins_in_late_mitosis-early_G1	0	2	0	4	6	0	0	0	0	0
TCF7L2_mutants_don't_bind_CTBP	0	0	0	0	0	0	0	0	0	0
RUNX1_regulates_genes_involved_in_megakaryocyte_differentiation_and_platelet_function	0	14	0	9	23	0	8	0	0	8
t(4;14)_translocations_of_FGFR3	0	0	0	0	0	0	0	0	0	0
Butyrophilin_(BTN)_family_interactions	0	2	0	0	2	0	0	0	0	0
CHL1_interactions	0	2	0	0	2	0	0	0	0	0
Fibronectin_matrix_formation	0	1	0	0	1	0	0	0	0	0
Defective_SLC33A1_causes_spastic_paraplegia_42_(SPG42)	0	0	0	0	0	0	0	0	0	0
Signaling_by_FGFR3_fusions_in_cancer	0	2	0	3	5	0	1	0	0	1
Reelin_signalling_pathway	0	0	0	0	0	0	0	0	0	0
Synthesis_of_PIPs_in_the_nucleus	2	0	0	1	3	0	0	0	0	0
Regulation_of_activated_PAK-2p34_by_proteasome_mediated_degradation	0	0	0	1	1	0	0	0	0	0
Activation_of_BH3-only_proteins	0	0	0	0	0	0	0	0	0	0
Pink-Parkin_Mediated_Mitophagy	0	2	0	2	4	1	0	0	0	1
Prolactin_receptor_signaling	0	9	0	4	13	0	0	0	0	0
PPARA_activates_gene_expression	0	10	0	3	13	0	0	0	0	0
Amplification_of_signal_from_unattached_kinetochores_via_a_MAD2_inhibitory_signal	0	1	0	0	1	0	0	0	0	0
Cell_Cycle_Checkpoints	0	0	0	0	0	0	0	0	0	0
Defective_SLC35A3_causes_arthrogryposis,_mental_retardation,_and_seizures_(AMRS)	0	0	0	0	0	0	0	0	0	0
Deletions_in_the_AXIN_genes_in_hepatocellular_carcinoma_result_in_elevated_WNT_signaling	0	0	0	0	0	0	0	0	0	0
Negative_epigenetic_regulation_of_rRNA_expression	0	0	0	0	0	0	0	0	0	0
GABA_A_(rho)_receptor_activation	0	0	0	1	1	0	0	0	0	0
Proton-oligopeptide_cotransporters	0	0	0	2	2	0	0	0	0	0
RUNX1_interacts_with_co-factors_whose_precise_effect_on_RUNX1_targets_is_not_known	0	2	0	0	2	0	1	0	0	1
SUMOylation_of_RNA_binding_proteins	0	0	0	6	6	0	2	0	0	2
Defective_MAOA_causes_Brunner_syndrome_(BRUNS)	0	0	0	0	0	0	0	0	0	0
Signaling_by_Interleukins	0	0	0	0	0	0	0	0	0	0
Ligand-receptor_interactions	0	4	0	0	4	0	0	0	0	0
Negative_regulation_of_MET_activity	0	3	0	4	7	0	0	0	0	0
Organelle_biogenesis_and_maintenance	0	0	0	0	0	0	0	0	0	0
Detoxification_of_Reactive_Oxygen_Species	0	0	0	9	9	1	0	0	0	1
Transcriptional_Regulation_by_TP53	0	0	0	0	0	0	0	0	0	0
Mitochondrial_transcription_initiation	0	1	0	0	1	0	0	0	0	0
Highly_calcium_permeable_nicotinic_acetylcholine_receptors	0	1	0	1	2	0	0	0	0	0
Nef_mediated_downregulation_of_MHC_class_I_complex_cell_surface_expression	0	2	0	0	2	0	0	0	0	0
TALDO1_deficiency:_failed_conversion_of_Fru(6)P,_E4P_to_SH7P,_GA3P	0	0	0	0	0	0	0	0	0	0
Ub-specific_processing_proteases	0	5	0	32	37	0	0	0	0	0
Membrane_Trafficking	0	0	0	0	0	0	0	0	0	0
Glycogen_storage_diseases	0	0	0	0	0	0	0	0	0	0
InlA-mediated_entry_of_Listeria_monocytogenes_into_host_cells	0	1	0	1	2	0	0	0	0	0
Cell_death_signalling_via_NRAGE,_NRIF_and_NADE	0	0	0	0	0	0	0	0	0	0
G2-M_Checkpoints	1	0	0	2	3	0	0	0	0	0
Signaling_by_GPCR	0	0	0	0	0	0	0	0	0	0
RNA_Polymerase_I_Chain_Elongation	0	0	0	1	1	0	0	0	0	0
Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK	2	1	0	3	6	0	0	0	0	0
TBC-RABGAPs	0	6	0	2	8	0	0	0	0	0
CaM_pathway	0	6	0	5	11	0	1	0	0	1
Constitutive_Signaling_by_EGFRvIII	0	7	0	6	13	0	2	0	0	2
Cell-Cell_communication	0	0	0	0	0	0	0	0	0	0
Diseases_associated_with_N-glycosylation_of_proteins	0	0	0	0	0	0	0	0	0	0
phospho-PLA2_pathway	0	0	0	3	3	0	0	0	0	0
TRAF6-mediated_induction_of_TAK1_complex_within_TLR4_complex	0	5	0	6	11	0	0	0	0	0
Regulation_of_IGF_Activity_by_IGFBP	0	6	0	6	12	0	0	0	0	0
Cytosolic_tRNA_aminoacylation	0	1	0	12	13	1	0	0	0	1
Defective_TCN2_causes_hereditary_megaloblastic_anemia	0	0	0	0	0	0	0	0	0	0
Transcriptional_Regulation_by_E2F6	0	19	0	0	19	0	0	0	0	0
TFAP2_(AP-2)_family_regulates_transcription_of_cell_cycle_factors	0	2	0	0	2	0	1	0	0	1
Activation_of_BID_and_translocation_to_mitochondria	0	2	0	0	2	1	0	0	0	1
MECP2_regulates_transcription_of_neuronal_ligands	0	5	0	0	5	0	0	0	0	0
Signaling_by_BMP	0	9	0	4	13	0	3	0	0	3
ADP_signalling_through_P2Y_purinoceptor_12	0	5	0	2	7	0	1	0	0	1
Defective_Mismatch_Repair_Associated_With_MLH1	0	0	0	0	0	0	0	0	0	0
vRNA_Synthesis	0	0	0	2	2	0	0	0	0	0
L13a-mediated_translational_silencing_of_Ceruloplasmin_expression	0	2	0	0	2	0	0	0	0	0
Formation_of_Fibrin_Clot_(Clotting_Cascade)	0	0	0	0	0	0	0	0	0	0
Keratan_sulfate-keratin_metabolism	0	0	0	0	0	0	0	0	0	0
Defective_SLC40A1_causes_hemochromatosis_4_(HFE4)_(duodenum)	0	0	0	0	0	0	0	0	0	0
Cellular_response_to_heat_stress	0	0	0	0	0	0	0	0	0	0
TRP_channels	0	0	0	2	2	0	0	0	0	0
Frs2-mediated_activation	0	2	0	2	4	0	1	0	0	1
Interleukin-33_signaling	0	0	0	0	0	0	0	0	0	0
Activation_of_the_phototransduction_cascade	0	3	0	3	6	0	2	0	0	2
Regulation_of_mitotic_cell_cycle	0	0	0	0	0	0	0	0	0	0
Signaling_by_NTRK2_(TRKB)	0	0	0	0	0	0	0	0	0	0
Virus_Assembly_and_Release	0	0	0	0	0	0	0	0	0	0
Regulation_of_TP53_Activity	0	0	0	0	0	0	0	0	0	0
Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex	0	2	0	1	3	0	1	0	0	1
Phenylketonuria	0	0	0	0	0	0	0	0	0	0
Interaction_between_PHLDA1_and_AURKA	0	0	0	1	1	0	0	0	0	0
Activation_of_the_AP-1_family_of_transcription_factors	0	1	0	3	4	0	0	0	0	0
NrCAM_interactions	0	1	0	0	1	0	0	0	0	0
Digestion	0	1	0	0	1	0	0	0	0	0
NOTCH2_intracellular_domain_regulates_transcription	1	5	0	0	6	0	0	0	0	0
Defective_ABCC2_causes_Dubin-Johnson_syndrome	0	0	0	0	0	0	0	0	0	0
TP53_Regulates_Transcription_of_Cell_Cycle_Genes	0	0	0	0	0	0	0	0	0	0
The_IPAF_inflammasome	0	0	0	0	0	0	0	0	0	0
Defective_AHCY_causes_Hypermethioninemia_with_S-adenosylhomocysteine_hydrolase_deficiency_(HMAHCHD)	0	0	0	0	0	0	0	0	0	0
MMR	0	0	0	0	0	0	0	0	0	0
SCF(Skp2)-mediated_degradation_of_p27-p21	0	4	0	7	11	0	0	0	0	0
GABA_synthesis	0	0	0	1	1	0	0	0	0	0
NOTCH2_Activation_and_Transmission_of_Signal_to_the_Nucleus	1	3	0	2	6	0	0	0	0	0
G_alpha_(z)_signalling_events	0	9	0	4	13	0	2	0	0	2
rRNA_modification_in_the_mitochondrion	0	0	0	1	1	5	0	0	0	5
Binding_and_entry_of_HIV_virion	0	2	0	0	2	0	0	0	0	0
Metabolism_of_vitamins_and_cofactors	0	0	0	0	0	0	0	0	0	0
SLBP_Dependent_Processing_of_Replication-Dependent_Histone_Pre-mRNAs	0	3	0	0	3	0	0	0	0	0
IPs_transport_between_ER_lumen_and_cytosol	1	1	0	4	6	0	0	0	0	0
PLCG1_events_in_ERBB2_signaling	0	1	0	1	2	0	0	0	0	0
FGFR1b_ligand_binding_and_activation	0	6	0	1	7	0	0	0	0	0
BH3-only_proteins_associate_with_and_inactivate_anti-apoptotic_BCL-2_members	0	3	0	0	3	6	0	0	0	6
LRR_FLII-interacting_protein_1_(LRRFIP1)_activates_type_I_IFN_production	1	1	0	0	2	0	0	0	0	0
Transport_of_the_SLBP_Dependant_Mature_mRNA	0	2	0	0	2	0	0	0	0	0
Biosynthesis_of_E-series_18(R)-resolvins	0	0	0	0	0	2	0	0	0	2
Miscellaneous_transport_and_binding_events	0	2	0	2	4	0	0	0	0	0
CD28_dependent_PI3K-Akt_signaling	0	5	0	26	31	2	0	0	0	2
RET_signaling	0	14	0	2	16	0	3	0	0	3
FGFR3b_ligand_binding_and_activation	0	5	0	1	6	0	0	0	0	0
Translesion_Synthesis_by_POLH	0	3	0	7	10	1	1	0	0	2
Defective_B4GALT7_causes_EDS,_progeroid_type	0	0	0	0	0	0	0	0	0	0
Diseases_of_signal_transduction	0	0	0	0	0	0	0	0	0	0
Signaling_by_NOTCH1_PEST_Domain_Mutants_in_Cancer	0	0	0	0	0	0	0	0	0	0
APC-C:Cdc20_mediated_degradation_of_Securin	0	1	0	2	3	0	0	0	0	0
MPS_IV_-_Morquio_syndrome_B	0	0	0	0	0	0	0	0	0	0
MPS_IV_-_Morquio_syndrome_A	0	0	0	0	0	0	0	0	0	0
Pyrophosphate_hydrolysis	0	0	0	2	2	0	0	0	0	0
Response_to_elevated_platelet_cytosolic_Ca2+	0	1	0	7	8	0	0	0	0	0
Complement_cascade	0	0	0	0	0	0	0	0	0	0
ARL13B-mediated_ciliary_trafficking_of_INPP5E	0	0	0	0	0	0	0	0	0	0
Nectin-Necl_trans_heterodimerization	0	0	0	0	0	0	0	0	0	0
Antimicrobial_peptides	0	8	0	1	9	0	0	0	0	0
Synthesis_of_diphthamide-EEF2	0	0	0	1	1	1	4	0	0	5
ABC_transporters_in_lipid_homeostasis	0	1	0	5	6	0	0	0	0	0
Signaling_by_WNT	0	0	0	0	0	0	0	0	0	0
Phosphate_bond_hydrolysis_by_NTPDase_proteins	0	0	0	0	0	0	0	0	0	0
Electron_transport_from_NADPH_to_Ferredoxin	0	1	0	2	3	0	0	0	0	0
Glucose_metabolism	0	0	0	0	0	0	0	0	0	0
Dermatan_sulfate_biosynthesis	0	0	0	3	3	2	0	0	0	2
Other_interleukin_signaling	0	3	0	1	4	1	1	0	0	2
Defective_CSF2RB_causes_pulmonary_surfactant_metabolism_dysfunction_5_(SMDP5)	0	0	0	0	0	0	0	0	0	0
DNA_Damage_Reversal	0	0	0	0	0	0	0	0	0	0
Defective_CHSY1_causes_TPBS	0	0	0	0	0	0	0	0	0	0
IRS-mediated_signalling	0	2	0	1	3	0	0	0	0	0
MAPK_family_signaling_cascades	0	0	0	0	0	0	0	0	0	0
GABA_B_receptor_activation	0	2	0	0	2	0	0	0	0	0
Influenza_Life_Cycle	0	2	0	0	2	0	0	0	0	0
Sodium-coupled_sulphate,_di-_and_tri-carboxylate_transporters	0	0	0	0	0	0	0	0	0	0
Plasma_lipoprotein_clearance	0	0	0	0	0	0	0	0	0	0
Pausing_and_recovery_of_HIV_elongation	0	2	0	0	2	0	0	0	0	0
Transcriptional_activity_of_SMAD2-SMAD3:SMAD4_heterotrimer	0	0	0	0	0	0	0	0	0	0
SUMOylation_of_DNA_replication_proteins	0	0	0	9	9	0	5	0	0	5
Amino_acid_synthesis_and_interconversion_(transamination)	0	0	0	11	11	1	0	0	0	1
Mitochondrial_calcium_ion_transport	0	0	0	4	4	0	0	0	0	0
Glutathione_conjugation	0	0	0	4	4	3	0	0	0	3
Caspase-mediated_cleavage_of_cytoskeletal_proteins	0	2	0	6	8	0	1	0	0	1
Metabolism	0	0	0	0	0	0	0	0	0	0
Influenza_Viral_RNA_Transcription_and_Replication	0	0	0	0	0	0	0	0	0	0
Apoptotic_factor-mediated_response	0	0	0	0	0	0	0	0	0	0
POU5F1_(OCT4),_SOX2,_NANOG_activate_genes_related_to_proliferation	0	15	0	2	17	0	1	0	0	1
Defective_ABCB4_causes_progressive_familial_intrahepatic_cholestasis_3,_intrahepatic_cholestasis_of_pregnancy_3_and_gallbladder_disease_1	0	0	0	0	0	0	0	0	0	0
DEx-H-box_helicases_activate_type_I_IFN_and_inflammatory_cytokines_production	1	1	0	1	3	0	0	0	0	0
Inhibition_of_Host_mRNA_Processing_and_RNA_Silencing	0	0	0	0	0	0	0	0	0	0
Processing_and_activation_of_SUMO	0	0	0	0	0	0	0	0	0	0
Insulin_effects_increased_synthesis_of_Xylulose-5-Phosphate	0	1	0	0	1	1	0	0	0	1
Defective_SLC34A1_causes_hypophosphatemic_nephrolithiasis-osteoporosis_1_(NPHLOP1)	0	0	0	0	0	0	0	0	0	0
Oncogenic_MAPK_signaling	0	0	0	0	0	0	0	0	0	0
Free_fatty_acid_receptors	0	2	0	0	2	0	0	0	0	0
Metabolism_of_serotonin	0	0	0	0	0	0	0	0	0	0
Interferon_Signaling	0	0	0	0	0	0	0	0	0	0
Diseases_of_Base_Excision_Repair	0	0	0	0	0	0	0	0	0	0
Uptake_and_function_of_anthrax_toxins	0	2	0	6	8	1	0	0	0	1
NFG_and_proNGF_binds_to_p75NTR	0	2	0	1	3	0	0	0	0	0
Activation_of_NMDA_receptors_and_postsynaptic_events	0	6	0	5	11	0	1	0	0	1
Progressive_trimming_of_alpha-1,2-linked_mannose_residues_from_Man9-8-7GlcNAc2_to_produce_Man5GlcNAc2	0	0	0	3	3	1	0	0	0	1
CDO_in_myogenesis	0	6	0	3	9	0	1	0	0	1
Defective_ABCA3_causes_pulmonary_surfactant_metabolism_dysfunction_3_(SMDP3)	0	0	0	0	0	0	0	0	0	0
Cross-presentation_of_particulate_exogenous_antigens_(phagosomes)	0	0	0	3	3	1	0	0	0	1
Listeria_monocytogenes_entry_into_host_cells	0	0	0	0	0	0	0	0	0	0
ROS,_RNS_production_in_phagocytes	0	1	0	3	4	0	0	0	0	0
Fatty_Acids_bound_to_GPR40_(FFAR1)_regulate_insulin_secretion	0	2	0	1	3	1	2	0	0	3
Defective_CHST14_causes_EDS,_musculocontractural_type	0	0	0	0	0	0	0	0	0	0
snRNP_Assembly	0	1	0	1	2	0	0	0	0	0
TWIK-related_spinal_cord_K+_channel_(TRESK)	0	0	0	0	0	0	0	0	0	0
GRB7_events_in_ERBB2_signaling	0	1	0	0	1	0	0	0	0	0
COX_reactions	0	0	0	1	1	0	0	0	0	0
Carboxyterminal_post-translational_modifications_of_tubulin	0	0	0	4	4	5	0	0	0	5
Beta-catenin_phosphorylation_cascade	0	1	0	5	6	0	0	0	0	0
Truncations_of_AMER1_destabilize_the_destruction_complex	0	0	0	0	0	0	0	0	0	0
RMTs_methylate_histone_arginines	0	2	0	7	9	0	2	0	0	2
RNA_Polymerase_I_Transcription_Termination	0	3	0	2	5	1	0	0	0	1
Defective_MTRR_causes_methylmalonic_aciduria_and_homocystinuria_type_cblE	0	0	0	0	0	0	0	0	0	0
Phosphorylation_of_Emi1	0	2	0	2	4	0	0	0	0	0
Interleukin-9_signaling	0	11	0	0	11	0	0	0	0	0
Cell_junction_organization	0	0	0	0	0	0	0	0	0	0
Hydrolysis_of_LPC	0	0	0	2	2	1	0	0	0	1
Classical_Kir_channels	0	0	0	1	1	0	0	0	0	0
APEX1-Independent_Resolution_of_AP_Sites_via_the_Single_Nucleotide_Replacement_Pathway	0	2	0	5	7	0	0	0	0	0
Negative_regulators_of_RIG-I-MDA5_signaling	0	7	0	1	8	0	0	0	0	0
Vitamin_E	0	0	0	0	0	2	0	0	0	2
Hydrolysis_of_LPE	0	0	0	1	1	1	0	0	0	1
Meiotic_synapsis	0	4	0	1	5	0	0	0	0	0
Paradoxical_activation_of_RAF_signaling_by_kinase_inactive_BRAF	0	4	0	3	7	0	0	0	0	0
Clostridium_neurotoxicity	0	0	0	0	0	0	0	0	0	0
CD28_co-stimulation	0	1	0	1	2	0	0	0	0	0
RUNX3_regulates_WNT_signaling	1	4	0	0	5	0	0	0	0	0
PAOs_oxidise_polyamines_to_amines	0	0	0	0	0	0	0	0	0	0
Formation_of_selenosugars_for_excretion	0	0	0	0	0	1	0	0	0	1
Lipoprotein_metabolism	0	0	0	0	0	0	0	0	0	0
Synthesis_of_Lipoxins_(LX)	0	0	0	6	6	2	0	0	0	2
N-glycan_antennae_elongation_in_the_medial-trans-Golgi	0	0	0	0	0	0	0	0	0	0
Entry_of_Influenza_Virion_into_Host_Cell_via_Endocytosis	0	2	0	0	2	0	0	0	0	0
Linoleic_acid_(LA)_metabolism	0	0	0	2	2	1	0	0	0	1
tRNA_processing_in_the_mitochondrion	0	0	0	4	4	6	0	0	0	6
Neurexins_and_neuroligins	0	13	0	0	13	0	0	0	0	0
CDC6_association_with_the_ORC:origin_complex	0	1	0	0	1	0	0	0	0	0
Activation_of_RAS_in_B_cells	0	1	0	2	3	0	2	0	0	2
O-linked_glycosylation	0	0	0	3	3	1	0	0	0	1
FBXW7_Mutants_and_NOTCH1_in_Cancer	0	0	0	0	0	0	0	0	0	0
IP6_and_IP7_transport_between_cytosol_and_nucleus	2	0	0	6	8	0	0	0	0	0
LDL_remodeling	0	0	0	0	0	0	0	0	0	0
Activation_of_Na-permeable_kainate_receptors	0	1	0	1	2	0	0	0	0	0
Ca_activated_K+_channels	0	0	0	2	2	0	0	0	0	0
FasL-_CD95L_signaling	0	2	0	0	2	0	0	0	0	0
NCAM1_interactions	0	2	0	1	3	0	0	0	0	0
DCC_mediated_attractive_signaling	0	7	0	4	11	0	2	0	0	2
Biosynthesis_of_protectin_and_resolvin_conjugates_in_tissue_regeneration_(PCTR_and_RCTR)	0	0	0	0	0	2	0	0	0	2
Depyrimidination	0	0	0	0	0	0	0	0	0	0
Signaling_by_ERBB4	0	1	0	0	1	0	0	0	0	0
Signaling_by_ERBB2	0	10	0	1	11	0	1	0	0	1
Terminal_pathway_of_complement	0	1	0	1	2	0	0	0	0	0
Beta_defensins	0	5	0	0	5	0	0	0	0	0
Signaling_by_NOTCH1_t(7;9)(NOTCH1:M1580_K2555)_Translocation_Mutant	0	0	0	0	0	0	0	0	0	0
Viral_Messenger_RNA_Synthesis	0	0	0	3	3	0	0	0	0	0
Defective_SLC6A2_causes_orthostatic_intolerance_(OI)	0	0	0	0	0	0	0	0	0	0
Attenuation_phase	0	2	0	1	3	0	0	0	0	0
MPS_IIIA_-_Sanfilippo_syndrome_A	0	0	0	0	0	0	0	0	0	0
Defective_ALG14_causes_congenital_myasthenic_syndrome_(ALG14-CMS)	0	0	0	0	0	0	0	0	0	0
IL-6-type_cytokine_receptor_ligand_interactions	0	12	0	0	12	0	0	0	0	0
PI3K_events_in_ERBB2_signaling	0	4	0	4	8	0	0	0	0	0
Role_of_phospholipids_in_phagocytosis	1	11	0	19	31	1	1	0	0	2
Transport_of_gamma-carboxylated_protein_precursors_from_the_endoplasmic_reticulum_to_the_Golgi_apparatus	0	0	0	0	0	1	0	0	0	1
CTLA4_inhibitory_signaling	0	1	0	2	3	0	0	0	0	0
