Reactome node type	Reactome Label	Reactome Id	Curator asserted GO types	Rule-assigned types	Inferred GO types
Biological Process	reaction:Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and hydrogen bromide: is xrefed to this process	R-HSA-76475 	GO_0042197: halogenated hydrocarbon metabolic process,		GO_0072592: oxygen metabolic process,GO_0006739: NADP metabolic process,
Biological Process	reaction:Benzene is hydroxylated to phenol: is xrefed to this process	R-HSA-76416 	GO_0018910: benzene metabolic process,		GO_0072592: oxygen metabolic process,GO_0072390: phenol metabolic process,GO_0006739: NADP metabolic process,
Biological Process	reaction:Dehalogenation of carbon tetrachloride to form a free radical: is xrefed to this process	R-HSA-76434 	GO_0018885: carbon tetrachloride metabolic process,		
Biological Process	reaction:Acetaminophen oxidised to N-acetylbenzoquinoneimine (NAPQI): is xrefed to this process	R-HSA-76397 			GO_0072592: oxygen metabolic process,GO_0018958: phenol-containing compound metabolic process,GO_0043603: cellular amide metabolic process,GO_1902421: hydrogen metabolic process,GO_0006805: xenobiotic metabolic process,GO_0006739: NADP metabolic process,
Biological Process	CYP2E1 reactions	R-HSA-211999 			
Molecular Function	MEOS oxidizes ethanol to acetaldehyde	R-HSA-143468 	GO_0004497: monooxygenase activity,		
Molecular Function	Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and hydrogen bromide	R-HSA-76475 	GO_0004497: monooxygenase activity,		
Molecular Function	MGST trimers conjugate GSH with luminal substrates	R-HSA-176059 	GO_0004364: glutathione transferase activity,		
Molecular Function	Acetaminophen oxidised to N-acetylbenzoquinoneimine (NAPQI)	R-HSA-76397 	GO_0004497: monooxygenase activity,		
Molecular Function	Dehalogenation of carbon tetrachloride to form a free radical	R-HSA-76434 	GO_0004497: monooxygenase activity,		
Molecular Function	Benzene is hydroxylated to phenol	R-HSA-76416 	GO_0004497: monooxygenase activity,		
Molecular Function	Vinyl chloride is oxidized to 2-Chloroethylene oxide	R-HSA-76354 	GO_0004497: monooxygenase activity,		
Complex	Cytochrome P450 (CYP2E1 based)	R-HSA-2990860 			GO_1902494: catalytic complex,
Complex	MGST trimers	R-HSA-176042 			GO_1990234: transferase complex,
Biological Process	Spry regulation of FGF signaling	R-HSA-1295596 			
Molecular Function	SPRY2 binds CBL	R-HSA-1295622 		GO_0005515: protein binding,	
Molecular Function	Phosphorylated SPRY2 is ubiquitinated by CBL	R-HSA-934604 	GO_0061630: ubiquitin protein ligase activity,		
Molecular Function	PPA2A dephosphorylates SPRY2	R-HSA-1295632 	GO_0004722: protein serine/threonine phosphatase activity,		
Molecular Function	B-RAF dissociates from S111/S120 p-SPRY2	R-HSA-1295604 			
Molecular Function	SPRY2 translocates to the plasma membrane	R-HSA-1295599 		GO_0005515: protein binding,	
Molecular Function	PPTN11 dephosphorylates SPRY2	R-HSA-1549564 	GO_0004725: protein tyrosine phosphatase activity,		
Molecular Function	SRC phosphorylates SPRY2 on Y55 and Y227	R-HSA-1295609 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	SPRY2 binds GRB2	R-HSA-1295613 		GO_0005515: protein binding,	
Molecular Function	SPRY2 is serine phosphorylated in response to MAPK activation	R-HSA-1295634 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CBL dissociates from ubiquitinated p-SPRY2	R-HSA-1295621 		GO_0005515: protein binding,	
Molecular Function	SPRY2 is phosphorylated by phosphorylated MNK1	R-HSA-934559 	GO_0004674: protein serine/threonine kinase activity,		GO_0030292: protein tyrosine kinase inhibitor activity,
Complex	PPA2A(A:C):SPRY2	R-HSA-1295593 			
Complex	Y55/Y227-pSPRY2:CBL	R-HSA-934576 			GO_0000151: ubiquitin ligase complex,
Complex	PP2A(A:C):Y55/Y227-pSPRY2	R-HSA-934598 			
Complex	PP2A(A:C):S112/S121-pSPRY2	R-HSA-934578 			
Complex	p-ERK dimer	R-HSA-1268261 			
Complex	PP2A(A:C):SPRY2	R-HSA-934550 			
Complex	S111/S120 p-SPRY2:B-RAF	R-HSA-1295587 			
Complex	PPA2A (A:C):Y55/Y227 p-SPRY2:GRB2	R-HSA-1295625 			
Complex	Ub:Y55/Y227-pSPRY2:CBL	R-HSA-934572 			
Complex	PPA2A (A:C):S112/S115 p-SPRY2	R-HSA-1295605 			GO_0008287: protein serine/threonine phosphatase complex,
Complex	Ub	R-HSA-113595 			
Complex	Ub-(Y55/Y227)p-SPRY2	R-HSA-1370875 			
Complex	SPRY2:B-RAF	R-HSA-1295598 			
Complex	PP2A (A:C)	R-HSA-934544 			
Biological Process	Response to metal ions	R-HSA-5660526 	GO_0010038: response to metal ion,		
Biological Process	A tetrasaccharide linker sequence is required for GAG synthesis	R-HSA-1971475 	GO_0030203: glycosaminoglycan metabolic process,		GO_0033319: UDP-D-xylose metabolic process,GO_0046048: UDP metabolic process,GO_0052573: UDP-D-galactose metabolic process,GO_0046398: UDP-glucuronate metabolic process,
Molecular Function	The addition of GalNAc to the terminal glucuronate residue forms chondroitin	R-HSA-1971482 	GO_0047238: glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity,		
Molecular Function	XYLTs transfer Xyl to core protein	R-HSA-1878002 	GO_0030158: protein xylosyltransferase activity,		
Molecular Function	EXT1:EXT2 transfers GlcNAc to the terminal GlcA residue	R-HSA-2022919 	GO_0050508: glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity,		
Molecular Function	SLC35B4 mediates the transport of UDP-xylose into the Golgi lumen	R-HSA-742373 	GO_0005464: UDP-xylose transmembrane transporter activity,		
Molecular Function	B3GALT6 transfers Gal to the tetrasaccharide linker	R-HSA-1889978 	GO_0047220: galactosylxylosylprotein 3-beta-galactosyltransferase activity,		
Molecular Function	Galactose is the second sugar added in the tetrasaccharide linker	R-HSA-1889981 	GO_0046525: xylosylprotein 4-beta-galactosyltransferase activity,		
Molecular Function	B3GATs transfer GlcA to tetrasaccharide linker	R-HSA-1889955 	GO_0015018: galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity,		
Complex	Heparan-PGs	R-HSA-2076465 			
Complex	GAG core proteins	R-HSA-2054107 			
Complex	Gal-Gal-Xyl-proteins	R-HSA-2064214 			
Complex	CSGALNACT	R-HSA-1971496 			GO_1990234: transferase complex,
Complex	XYLT1, XYLT2	R-HSA-8863599 			GO_1990234: transferase complex,
Complex	GlcA-Gal-Gal-Xyl-CS proteins	R-HSA-2064233 			
Complex	B3GAT dimers	R-HSA-1889954 			GO_1990234: transferase complex,
Complex	EXT1:EXT2	R-HSA-2022878 			GO_1990234: transferase complex,
Complex	GlcA-Gal-Gal-Xyl-proteins	R-HSA-2064225 			
Complex	GlcA-Gal-Gal-Xyl-HS proteins	R-HSA-2076551 			
Complex	Gal-Xyl-proteins	R-HSA-2064058 			
Complex	(Xyl)1 (Ser)1	R-HSA-2064201 			
Complex	chondroitin(1)-core proteins	R-HSA-2064172 			
Biological Process	I(1,4,5,6)P4 transports from the ER lumen to the nucleus	R-HSA-1855189 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Biological Process	I(1,3,4,5,6)P5 transports from the ER lumen to the nucleus	R-HSA-1855160 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Biological Process	I(1,3,4,5,6)P5 transports from the nucleus to the cytosol	R-HSA-1855161 		GO_0045184: establishment of protein localization,	
Biological Process	IPs transport between ER lumen and nucleus	R-HSA-1855156 	GO_0033271: myo-inositol phosphate transport,		
Biological Process	I(1,3,4,5,6)P5 transports from the cytosol to the ER lumen	R-HSA-1855195 		GO_0045184: establishment of protein localization,	
Molecular Function	I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/2 in the nucleus	R-HSA-1855181 	GO_0000827: inositol-1,3,4,5,6-pentakisphosphate kinase activity,		
Molecular Function	I(1,4,5,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	R-HSA-1855185 	GO_0000824: inositol tetrakisphosphate 3-kinase activity,		
Molecular Function	I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK (IP5-2K) in the nucleus	R-HSA-1855176 	GO_0035299: inositol pentakisphosphate 2-kinase activity,		
Molecular Function	I(1,3,4,5,6)P5 is dephosphorylated to I(1,4,5,6)P4 by MINPP1 in the ER lumen	R-HSA-1855163 	GO_0030351: inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity,		
Molecular Function	IP6 is dephosphorylated to I(1,2,4,5,6)P5 by MINPP1 in the ER lumen	R-HSA-1855225 	GO_0052826: inositol hexakisphosphate 2-phosphatase activity,		
Complex	IP6K1/2	R-HSA-2023924 			GO_0061695: transferase complex, transferring phosphorus-containing groups,
Biological Process	Intracellular oxygen transport	R-HSA-8981607 	GO_0015671: oxygen transport,		
Molecular Function	Myoglobin binds oxygen	R-HSA-8981606 			
Molecular Function	Neuroglobin binds oxygen	R-HSA-8981610 			
Molecular Function	Myoglobin:oxygen dissociates	R-HSA-8981622 			
Molecular Function	CYGB binds O2	R-HSA-5340214 			
Molecular Function	Neuroglobin:oxygen dissociates	R-HSA-8981621 			
Molecular Function	CYGB:O2 dissociates	R-HSA-8982617 			
Molecular Function	CYGB dioxygenates NO	R-HSA-5340226 	GO_0008941: nitric oxide dioxygenase activity,		
Biological Process	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	R-HSA-2142670 	GO_0019373: epoxygenase P450 pathway,		GO_0072592: oxygen metabolic process,GO_0097176: epoxide metabolic process,GO_0006739: NADP metabolic process,
Biological Process	Arachidonate diffuses across the ER membrane	R-HSA-428990 		GO_0045184: establishment of protein localization,	
Molecular Function	EET(1) is hydrolysed to DHET(1) by EPHX2	R-HSA-2161961 	GO_0004301: epoxide hydrolase activity,		
Molecular Function	Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)	R-HSA-2161899 	GO_0004497: monooxygenase activity,		
Molecular Function	Arachidonic acid is epoxidated to 5,6-EET by CYP(4)	R-HSA-2161890 	GO_0004497: monooxygenase activity,		
Complex	CYP(4)	R-HSA-2161805 			GO_1902494: catalytic complex,
Complex	CYP(5)	R-HSA-2161990 			GO_1902494: catalytic complex,
Biological Process	Metallothioneins bind metals	R-HSA-5661231 	GO_0010038: response to metal ion,		
Molecular Function	MT1X binds cadmium	R-HSA-5662622 			
Molecular Function	MT2A binds zinc	R-HSA-5662598 			
Molecular Function	MT1G binds cadmium	R-HSA-5662617 			
Molecular Function	MT1H binds zinc	R-HSA-5662619 			
Molecular Function	MT1H binds cadmium	R-HSA-5662597 			
Molecular Function	MT1M binds zinc	R-HSA-5662621 			
Molecular Function	MT4 binds cadmium	R-HSA-5662649 			
Molecular Function	MT1M binds cadmium	R-HSA-5662599 			
Molecular Function	MT4 binds copper	R-HSA-5662647 			
Molecular Function	MT1X binds zinc	R-HSA-5662615 			
Molecular Function	MT1F binds cadmium	R-HSA-5662596 			
Molecular Function	MT1F binds zinc	R-HSA-5662623 			
Molecular Function	MT1G binds zinc	R-HSA-5662618 			
Molecular Function	MT1E binds cadmium	R-HSA-5662595 			
Molecular Function	MT2A binds copper	R-HSA-5662986 			
Molecular Function	MT3 binds zinc	R-HSA-5662606 			
Molecular Function	MT3 binds cadmium	R-HSA-5662620 			
Molecular Function	MT3 binds copper	R-HSA-5663002 			
Molecular Function	MT3 exchanges zinc for copper	R-HSA-5662613 			
Molecular Function	MT4 binds zinc	R-HSA-5662653 			
Molecular Function	MT1A binds zinc	R-HSA-5661217 			
Molecular Function	MT1A binds cadmium	R-HSA-5661219 			
Molecular Function	MT1A binds arsenic	R-HSA-5661230 			
Molecular Function	MT1B binds zinc	R-HSA-5662603 			
Molecular Function	MT1B binds cadmium	R-HSA-5662610 			
Molecular Function	MT1E binds zinc	R-HSA-5662614 			
Molecular Function	MT2A binds cadmium	R-HSA-5662608 			
Biological Process	Essential pentosuria	R-HSA-5662853 			
Molecular Function	Defective DCXR does not reduce L-xylulose to xylitol	R-HSA-5662851 			
Biological Process	Downstream signaling of activated FGFR4	R-HSA-5654716 			
Biological Process	Downstream signaling of activated FGFR3	R-HSA-5654708 			
Biological Process	TNF signaling	R-HSA-75893 	GO_0033209: tumor necrosis factor-mediated signaling pathway,		
Molecular Function	TRADD:TRAF2:RIP1 complex dissociates from the TNF-alpha:TNF-R1 complex.	R-HSA-83582 		GO_0005515: protein binding,	
Molecular Function	TNF-alpha:TNFR1 binds NSMAF	R-HSA-5626988 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TNF-alpha is cleaved by ADAM17 (TACE)	R-HSA-3371385 	GO_0004222: metalloendopeptidase activity,		
Molecular Function	Soluble TNF-alpha binds TNFR1	R-HSA-3371353 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Membrane-anchored TNF-alpha binds TNFR1	R-HSA-83660 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TNF-alpha:TNFR1 binds DENN/MADD	R-HSA-5626953 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TNF:TNFR1 binds TRADD, TRAF2 and RIPK1	R-HSA-83656 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	TNF:TNFR1:TRADD:TRAF2:RIPK1 recruits BIRC2/3 (cIAP1/2)	R-HSA-5357780 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Complex	TNF-alpha trimer:TNF-R1 trimer	R-HSA-3371401 			
Complex	TNF-alpha:TNFR1:NSMAF	R-HSA-5626996 			
Complex	TNFRSF1A:BAG4	R-HSA-5634181 			
Complex	TNF-alpha:TNFR1:DENN-SV,MADD	R-HSA-5626965 			
Complex	TNF-alpha:TNFR1:TRADD:RIPK1:TRAF2	R-HSA-140946 			
Complex	TNF-alpha:TNFR1	R-HSA-74277 			
Complex	TNF-alpha:TNFR1:TRADD:RIP1:TRAF2:BIRC2/3	R-HSA-5357866 			
Complex	BIRC2,3,4	R-HSA-5357900 			
Complex	soluble TNF-alpha:TNFR1	R-HSA-3371397 			
Complex	TRAF2:TRADD:RIPK1	R-HSA-140935 			
Complex	DENN-SV,MADD	R-HSA-5626957 			
Biological Process	Downstream signaling of activated FGFR2	R-HSA-5654696 			
Biological Process	Downstream signaling of activated FGFR1	R-HSA-5654687 			
Molecular Function	Autocatalytic phosphorylation of Klotho-bound FGFR1c	R-HSA-191062 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	Activated FGFR1 binds FLRT1,2,3	R-HSA-5656064 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Autocatalytic phosphorylation of FGFR1b	R-HSA-190427 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	Autocatalytic phosphorylation of FGFR1c	R-HSA-190429 	GO_0004713: protein tyrosine kinase activity,		
Complex	Activated FGFR1:FLRT	R-HSA-5656063 			
Complex	FGFR1c homodimer bound to FGF	R-HSA-190233 			GO_1902911: protein kinase complex,
Complex	FGFR1b homodimer bound to FGF	R-HSA-190226 			GO_1902911: protein kinase complex,
Complex	FLRT1,2,3	R-HSA-5656056 			
Complex	Activated FGFR1c homodimer	R-HSA-190425 			
Complex	Activated FGFR1b homodimer	R-HSA-190430 			
Complex	FGF23 bound to Klotho and FGFR1c	R-HSA-190218 			GO_1902911: protein kinase complex,
Complex	Activated FGFR1	R-HSA-5654170 			
Complex	Activated FGFR1c bound to FGF23:Klotho	R-HSA-500333 			
Biological Process	I(1,3,4,5,6)P5 transports from the ER lumen to the nucleus	R-HSA-1855160 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Biological Process	(PP)2-IP4 transports from the nucleus to the cytosol	R-HSA-1855220 		GO_0045184: establishment of protein localization,	
Biological Process	I(1,3,4,5,6)P5 transports from the nucleus to the cytosol	R-HSA-1855161 		GO_0045184: establishment of protein localization,	
Biological Process	5-PP-IP4 transports from the nucleus to the cytosol	R-HSA-1855173 		GO_0045184: establishment of protein localization,	
Biological Process	5-PP-IP5 transports from the nucleus to the cytosol	R-HSA-1855203 		GO_0045184: establishment of protein localization,	
Biological Process	IPs transport between nucleus and cytosol	R-HSA-1855170 	GO_0033271: myo-inositol phosphate transport,		
Biological Process	I(1,3,4,5,6)P5 transports from the cytosol to the ER lumen	R-HSA-1855195 		GO_0045184: establishment of protein localization,	
Molecular Function	I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol	R-HSA-1855223 	GO_0000827: inositol-1,3,4,5,6-pentakisphosphate kinase activity,		
Molecular Function	I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/2 in the nucleus	R-HSA-1855181 	GO_0000827: inositol-1,3,4,5,6-pentakisphosphate kinase activity,		
Molecular Function	PP-IP4 is dephosphorylated to I(1,3,4,5,6)P5 by NUDT4 in the cytosol	R-HSA-1855166 	GO_0052840: inositol diphosphate tetrakisphosphate diphosphatase activity,		
Molecular Function	I(1,4,5,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	R-HSA-1855185 	GO_0000824: inositol tetrakisphosphate 3-kinase activity,		
Molecular Function	I(1,3,4,5,6)P5 is phosphorylated to IP6 by IPPK in the cytosol	R-HSA-1855179 	GO_0035299: inositol pentakisphosphate 2-kinase activity,		
Molecular Function	(PP)2-IP4 is dephosphorylated to 1/3-PP-IP5 by NUDT(1) in the cytosol	R-HSA-2023973 	GO_0052841: inositol bisdiphosphate tetrakisphosphate diphosphatase activity,		
Molecular Function	I(1,3,4,6)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	R-HSA-1855228 	GO_0047326: inositol tetrakisphosphate 5-kinase activity,		
Molecular Function	(PP)2-IP4 is dephosphorylated to 5-PP-IP5 by NUDT(1) in the cytosol	R-HSA-1855165 	GO_0052841: inositol bisdiphosphate tetrakisphosphate diphosphatase activity,		
Molecular Function	I(1,3,4,5)P4 is phosphorylated to I(1,3,4,5,6)P5 by IPMK in the nucleus	R-HSA-1855206 	GO_0000825: inositol tetrakisphosphate 6-kinase activity,		
Molecular Function	I(1,3,4,5,6)P5 is dephosphorylated to I(3,4,5,6)P4 by ITPK1 in the cytosol	R-HSA-1855219 	GO_0052825: inositol-1,3,4,5,6-pentakisphosphate 1-phosphatase activity,		
Molecular Function	5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol	R-HSA-1855158 	GO_0052836: inositol 5-diphosphate pentakisphosphate 5-kinase activity,		
Molecular Function	5-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by PPIP5K1/2 in the cytosol	R-HSA-1855182 	GO_0000829: inositol heptakisphosphate kinase activity,		
Molecular Function	5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol	R-HSA-1855198 	GO_0052842: inositol diphosphate pentakisphosphate diphosphatase activity,		
Molecular Function	IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus	R-HSA-1855207 	GO_0000828: inositol hexakisphosphate kinase activity,		
Molecular Function	1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol	R-HSA-1855193 	GO_0052839: inositol diphosphate tetrakisphosphate kinase activity,		
Molecular Function	1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/2 in the nucleus	R-HSA-1855157 	GO_0000829: inositol heptakisphosphate kinase activity,		
Complex	PPIP5K1/2	R-HSA-2023997 			GO_0061695: transferase complex, transferring phosphorus-containing groups,
